manifesto_id,filename,path,municipality,state,party,party_abbreviation,election_year,election_type,document_type,mapping_method,mapping_status,city_abbreviation
GLMP-160E415108,mz14pro.txt,manifestos/mz14pro.txt,Mainz,Rheinland-Pfalz,Pro Mainz,pro,2014.0,local election,Wahlprogramm,legacy_filename,ok,mz
GLMP-F13DDB3B2C,mz14spd.txt,manifestos/mz14spd.txt,Mainz,Rheinland-Pfalz,SPD,spd,2014.0,local election,Wahlprogramm,legacy_filename,ok,mz
GLMP-8916EA0019,mz14odp.txt,manifestos/mz14odp.txt,Mainz,Rheinland-Pfalz,Ökologisch-Demokratische Partei (ÖDP),odp,2014.0,local election,Wahlprogramm,legacy_filename,ok,mz
GLMP-2FC0E278D7,ma14afd.txt,manifestos/ma14afd.txt,Mannheim,Baden-Württemberg,Alternative für Deutschland,afd,2014.0,local election,Wahlprogramm,legacy_filename,ok,ma
GLMP-568F3DAD89,ma14cdu.txt,manifestos/ma14cdu.txt,Mannheim,Baden-Württemberg,CDU,cdu,2014.0,local election,Wahlprogramm,legacy_filename,ok,ma
GLMP-FD01773F08,ma14lin.txt,manifestos/ma14lin.txt,Mannheim,Baden-Württemberg,Die Linke,lin,2014.0,local election,Wahlprogramm,legacy_filename,ok,ma
GLMP-CBD82E6FA9,ma14fdp.txt,manifestos/ma14fdp.txt,Mannheim,Baden-Württemberg,FDP,fdp,2014.0,local election,Wahlprogramm,legacy_filename,ok,ma
GLMP-F73771CCD7,ma14fwg.txt,manifestos/ma14fwg.txt,Mannheim,Baden-Württemberg,Freie Wähler,fwg,2014.0,local election,Wahlprogramm,legacy_filename,ok,ma
GLMP-31F81F8091,ma14gru.txt,manifestos/ma14gru.txt,Mannheim,Baden-Württemberg,Grüne,gru,2014.0,local election,Wahlprogramm,legacy_filename,ok,ma
GLMP-B23AA586E6,ma14spd.txt,manifestos/ma14spd.txt,Mannheim,Baden-Württemberg,SPD,spd,2014.0,local election,Wahlprogramm,legacy_filename,ok,ma
GLMP-555EA727DD,mg14afd.txt,manifestos/mg14afd.txt,Moenchengladbach,Nordrhein-Westfalen,Alternative für Deutschland,afd,2014.0,local election,Wahlprogramm,legacy_filename,ok,mg
GLMP-CE59718ADD,mg14cdu.txt,manifestos/mg14cdu.txt,Moenchengladbach,Nordrhein-Westfalen,CDU,cdu,2014.0,local election,Wahlprogramm,legacy_filename,ok,mg
GLMP-7242C802E7,mg14lin.txt,manifestos/mg14lin.txt,Moenchengladbach,Nordrhein-Westfalen,Die Linke,lin,2014.0,local election,Wahlprogramm,legacy_filename,ok,mg
GLMP-ECAEEDD560,mg14fdp.txt,manifestos/mg14fdp.txt,Moenchengladbach,Nordrhein-Westfalen,FDP,fdp,2014.0,local election,Wahlprogramm,legacy_filename,ok,mg
GLMP-0364C012A6,mg14fwg.txt,manifestos/mg14fwg.txt,Moenchengladbach,Nordrhein-Westfalen,Freie Wähler,fwg,2014.0,local election,Wahlprogramm,legacy_filename,ok,mg
GLMP-08B8656E3E,mg14gru.txt,manifestos/mg14gru.txt,Moenchengladbach,Nordrhein-Westfalen,Grüne,gru,2014.0,local election,Wahlprogramm,legacy_filename,ok,mg
GLMP-E5377CDE34,mg14pir.txt,manifestos/mg14pir.txt,Moenchengladbach,Nordrhein-Westfalen,Piraten,pir,2014.0,local election,Wahlprogramm,legacy_filename,ok,mg
GLMP-2A541AA815,mg14spd.txt,manifestos/mg14spd.txt,Moenchengladbach,Nordrhein-Westfalen,SPD,spd,2014.0,local election,Wahlprogramm,legacy_filename,ok,mg
GLMP-5140699472,mo14lin.txt,manifestos/mo14lin.txt,Moers,Nordrhein-Westfalen,Die Linke,lin,2014.0,local election,Wahlprogramm,legacy_filename,ok,mo
GLMP-F075463425,mo14fdp.txt,manifestos/mo14fdp.txt,Moers,Nordrhein-Westfalen,FDP,fdp,2014.0,local election,Wahlprogramm,legacy_filename,ok,mo
GLMP-5FB996924F,mo14fbg.txt,manifestos/mo14fbg.txt,Moers,Nordrhein-Westfalen,Freie Bürger-Gemeinschaft Moers,fbg,2014.0,local election,Wahlprogramm,legacy_filename,ok,mo
GLMP-7233FB76E3,mo14gru.txt,manifestos/mo14gru.txt,Moers,Nordrhein-Westfalen,Grüne,gru,2014.0,local election,Wahlprogramm,legacy_filename,ok,mo
GLMP-5052AE5686,mo14spd.txt,manifestos/mo14spd.txt,Moers,Nordrhein-Westfalen,SPD,spd,2014.0,local election,Wahlprogramm,legacy_filename,ok,mo
GLMP-8BB3B82C7B,mh14afd.txt,manifestos/mh14afd.txt,Muelheim an der Ruhr,Nordrhein-Westfalen,Alternative für Deutschland,afd,2014.0,local election,Wahlprogramm,legacy_filename,ok,mh
GLMP-71FA2D889F,mh14bub.txt,manifestos/mh14bub.txt,Muelheim an der Ruhr,Nordrhein-Westfalen,Bündnis für Bildung,bub,2014.0,local election,Wahlprogramm,legacy_filename,ok,mh
GLMP-F9DD534E0C,mh14bfb.txt,manifestos/mh14bfb.txt,Muelheim an der Ruhr,Nordrhein-Westfalen,Bündnis für Bürger,bfb,2014.0,local election,Wahlprogramm,legacy_filename,ok,mh
GLMP-A4459ACA6B,mh14cdu.txt,manifestos/mh14cdu.txt,Muelheim an der Ruhr,Nordrhein-Westfalen,CDU,cdu,2014.0,local election,Wahlprogramm,legacy_filename,ok,mh
GLMP-7355D51853,mh14lin.txt,manifestos/mh14lin.txt,Muelheim an der Ruhr,Nordrhein-Westfalen,Die Linke,lin,2014.0,local election,Wahlprogramm,legacy_filename,ok,mh
GLMP-968F414F5F,mh14fdp.txt,manifestos/mh14fdp.txt,Muelheim an der Ruhr,Nordrhein-Westfalen,FDP,fdp,2014.0,local election,Wahlprogramm,legacy_filename,ok,mh
GLMP-432FE3CCA2,mh14gru.txt,manifestos/mh14gru.txt,Muelheim an der Ruhr,Nordrhein-Westfalen,Grüne,gru,2014.0,local election,Wahlprogramm,legacy_filename,ok,mh
GLMP-824192B00F,mh14mbi.txt,manifestos/mh14mbi.txt,Muelheim an der Ruhr,Nordrhein-Westfalen,Mülheimer Bürger Initiative,mbi,2014.0,local election,Wahlprogramm,legacy_filename,ok,mh
GLMP-20A7792578,mh14pir.txt,manifestos/mh14pir.txt,Muelheim an der Ruhr,Nordrhein-Westfalen,Piraten,pir,2014.0,local election,Wahlprogramm,legacy_filename,ok,mh
GLMP-CFD102C90A,mh14spd.txt,manifestos/mh14spd.txt,Muelheim an der Ruhr,Nordrhein-Westfalen,SPD,spd,2014.0,local election,Wahlprogramm,legacy_filename,ok,mh
GLMP-F65630D8FB,mh14wam.txt,manifestos/mh14wam.txt,Muelheim an der Ruhr,Nordrhein-Westfalen,Wir aus Mülheim,wam,2014.0,local election,Wahlprogramm,legacy_filename,ok,mh
GLMP-B7484AD1C0,mu14afd.txt,manifestos/mu14afd.txt,Muenchen,Bayern,Alternative für Deutschland,afd,2014.0,local election,Wahlprogramm,legacy_filename,ok,mu
GLMP-34856D3FDC,mu14csu.txt,manifestos/mu14csu.txt,Muenchen,Bayern,CSU,csu,2014.0,local election,Wahlprogramm,legacy_filename,ok,mu
GLMP-27E50B8236,mu14lin.txt,manifestos/mu14lin.txt,Muenchen,Bayern,Die Linke,lin,2014.0,local election,Wahlprogramm,legacy_filename,ok,mu
GLMP-DF58A35A18,mu14fdp.txt,manifestos/mu14fdp.txt,Muenchen,Bayern,FDP,fdp,2014.0,local election,Wahlprogramm,legacy_filename,ok,mu
GLMP-796DE955A9,mu14fwg.txt,manifestos/mu14fwg.txt,Muenchen,Bayern,Freie Wähler,fwg,2014.0,local election,Wahlprogramm,legacy_filename,ok,mu
GLMP-E21C077C09,mu14gru.txt,manifestos/mu14gru.txt,Muenchen,Bayern,Grüne,gru,2014.0,local election,Wahlprogramm,legacy_filename,ok,mu
GLMP-BA51E38068,mu14pir.txt,manifestos/mu14pir.txt,Muenchen,Bayern,Piraten,pir,2014.0,local election,Wahlprogramm,legacy_filename,ok,mu
GLMP-9E1E863C7E,mu14spd.txt,manifestos/mu14spd.txt,Muenchen,Bayern,SPD,spd,2014.0,local election,Wahlprogramm,legacy_filename,ok,mu
GLMP-CDD8C18E4B,ms14afd.txt,manifestos/ms14afd.txt,Muenster,Nordrhein-Westfalen,Alternative für Deutschland,afd,2014.0,local election,Wahlprogramm,legacy_filename,ok,ms
GLMP-1FE4BB9750,ms14cdu.txt,manifestos/ms14cdu.txt,Muenster,Nordrhein-Westfalen,CDU,cdu,2014.0,local election,Wahlprogramm,legacy_filename,ok,ms
GLMP-8179B20B7F,ms14lin.txt,manifestos/ms14lin.txt,Muenster,Nordrhein-Westfalen,Die Linke,lin,2014.0,local election,Wahlprogramm,legacy_filename,ok,ms
GLMP-EE8AEF2F96,ms14fdp.txt,manifestos/ms14fdp.txt,Muenster,Nordrhein-Westfalen,FDP,fdp,2014.0,local election,Wahlprogramm,legacy_filename,ok,ms
GLMP-4559248EE3,ms14gru.txt,manifestos/ms14gru.txt,Muenster,Nordrhein-Westfalen,Grüne,gru,2014.0,local election,Wahlprogramm,legacy_filename,ok,ms
GLMP-5D08F306A8,ms14pir.txt,manifestos/ms14pir.txt,Muenster,Nordrhein-Westfalen,Piraten,pir,2014.0,local election,Wahlprogramm,legacy_filename,ok,ms
GLMP-4316593874,ms14spd.txt,manifestos/ms14spd.txt,Muenster,Nordrhein-Westfalen,SPD,spd,2014.0,local election,Wahlprogramm,legacy_filename,ok,ms
GLMP-8FF40EBEAB,ms14uwg.txt,manifestos/ms14uwg.txt,Muenster,Nordrhein-Westfalen,Unabhängige Wählergemeinschaft (UWG),uwg,2014.0,local election,Wahlprogramm,legacy_filename,ok,ms
GLMP-6CCB9CFD2F,ms14odp.txt,manifestos/ms14odp.txt,Muenster,Nordrhein-Westfalen,Ökologisch-Demokratische Partei (ÖDP),odp,2014.0,local election,Wahlprogramm,legacy_filename,ok,ms
GLMP-BC2C935882,ne14cdu.txt,manifestos/ne14cdu.txt,Neuss,Nordrhein-Westfalen,CDU,cdu,2014.0,local election,Wahlprogramm,legacy_filename,ok,ne
GLMP-100A45E1F5,ne14lin.txt,manifestos/ne14lin.txt,Neuss,Nordrhein-Westfalen,Die Linke,lin,2014.0,local election,Wahlprogramm,legacy_filename,ok,ne
GLMP-FC85150484,ne14fdp.txt,manifestos/ne14fdp.txt,Neuss,Nordrhein-Westfalen,FDP,fdp,2014.0,local election,Wahlprogramm,legacy_filename,ok,ne
GLMP-139096CE83,ne14gru.txt,manifestos/ne14gru.txt,Neuss,Nordrhein-Westfalen,Grüne,gru,2014.0,local election,Wahlprogramm,legacy_filename,ok,ne
GLMP-599AE40B4E,ne14spd.txt,manifestos/ne14spd.txt,Neuss,Nordrhein-Westfalen,SPD,spd,2014.0,local election,Wahlprogramm,legacy_filename,ok,ne
GLMP-3F6DAE0573,nu14bia.txt,manifestos/nu14bia.txt,Nuernberg,Bayern,Bürgerinitiative Ausländerstopp,bia,2014.0,local election,Wahlprogramm,legacy_filename,ok,nu
GLMP-C3DFD395FE,nu14csu.txt,manifestos/nu14csu.txt,Nuernberg,Bayern,CSU,csu,2014.0,local election,Wahlprogramm,legacy_filename,ok,nu
GLMP-508D7DC019,nu14gut.txt,manifestos/nu14gut.txt,Nuernberg,Bayern,Die Guten,gut,2014.0,local election,Wahlprogramm,legacy_filename,ok,nu
GLMP-7FF254DE58,nu14fdp.txt,manifestos/nu14fdp.txt,Nuernberg,Bayern,FDP,fdp,2014.0,local election,Wahlprogramm,legacy_filename,ok,nu
GLMP-DE69AAC562,nu14fwg.txt,manifestos/nu14fwg.txt,Nuernberg,Bayern,Freie Wähler,fwg,2014.0,local election,Wahlprogramm,legacy_filename,ok,nu
GLMP-AC6CBC6F66,nu14gru.txt,manifestos/nu14gru.txt,Nuernberg,Bayern,Grüne,gru,2014.0,local election,Wahlprogramm,legacy_filename,ok,nu
GLMP-789E6C85B3,nu14pir.txt,manifestos/nu14pir.txt,Nuernberg,Bayern,Piraten,pir,2014.0,local election,Wahlprogramm,legacy_filename,ok,nu
GLMP-C34584A5DF,nu14spd.txt,manifestos/nu14spd.txt,Nuernberg,Bayern,SPD,spd,2014.0,local election,Wahlprogramm,legacy_filename,ok,nu
GLMP-364567B0E0,nu14odp.txt,manifestos/nu14odp.txt,Nuernberg,Bayern,Ökologisch-Demokratische Partei (ÖDP),odp,2014.0,local election,Wahlprogramm,legacy_filename,ok,nu
GLMP-A9DD5DD193,ob14bob.txt,manifestos/ob14bob.txt,Oberhausen,Nordrhein-Westfalen,Bündnis Oberhausen Bürger,bob,2014.0,local election,Wahlprogramm,legacy_filename,ok,ob
GLMP-C300DD9597,ob14cdu.txt,manifestos/ob14cdu.txt,Oberhausen,Nordrhein-Westfalen,CDU,cdu,2014.0,local election,Wahlprogramm,legacy_filename,ok,ob
GLMP-6F46F8D7CB,ob14lin.txt,manifestos/ob14lin.txt,Oberhausen,Nordrhein-Westfalen,Die Linke,lin,2014.0,local election,Wahlprogramm,legacy_filename,ok,ob
GLMP-FC0117A7A8,ob14fdp.txt,manifestos/ob14fdp.txt,Oberhausen,Nordrhein-Westfalen,FDP,fdp,2014.0,local election,Wahlprogramm,legacy_filename,ok,ob
GLMP-9F78331D52,ob14gru.txt,manifestos/ob14gru.txt,Oberhausen,Nordrhein-Westfalen,Grüne,gru,2014.0,local election,Wahlprogramm,legacy_filename,ok,ob
GLMP-C967BF2DAB,ob14spd.txt,manifestos/ob14spd.txt,Oberhausen,Nordrhein-Westfalen,SPD,spd,2014.0,local election,Wahlprogramm,legacy_filename,ok,ob
GLMP-864B1B78EC,pb14afd.txt,manifestos/pb14afd.txt,Paderborn,Nordrhein-Westfalen,Alternative für Deutschland,afd,2014.0,local election,Wahlprogramm,legacy_filename,ok,pb
GLMP-4D425C456E,pb14dip.txt,manifestos/pb14dip.txt,Paderborn,Nordrhein-Westfalen,Demokratische Initiative Parderborn,dip,2014.0,local election,Wahlprogramm,legacy_filename,ok,pb
GLMP-B81DCCA6D8,pb14fdp.txt,manifestos/pb14fdp.txt,Paderborn,Nordrhein-Westfalen,FDP,fdp,2014.0,local election,Wahlprogramm,legacy_filename,ok,pb
GLMP-AF190988AF,pb14fbi.txt,manifestos/pb14fbi.txt,Paderborn,Nordrhein-Westfalen,Freie Bürger Initiative,fbi,2014.0,local election,Wahlprogramm,legacy_filename,ok,pb
GLMP-17CEF4452D,pb14spd.txt,manifestos/pb14spd.txt,Paderborn,Nordrhein-Westfalen,SPD,spd,2014.0,local election,Wahlprogramm,legacy_filename,ok,pb
GLMP-7E95A57AB2,pf14cdu.txt,manifestos/pf14cdu.txt,Pforzheim,Baden-Württemberg,CDU,cdu,2014.0,local election,Wahlprogramm,legacy_filename,ok,pf
GLMP-6E04A33B7A,pf14fdp.txt,manifestos/pf14fdp.txt,Pforzheim,Baden-Württemberg,FDP,fdp,2014.0,local election,Wahlprogramm,legacy_filename,ok,pf
GLMP-1B53BB7F02,pf14gru.txt,manifestos/pf14gru.txt,Pforzheim,Baden-Württemberg,Grüne,gru,2014.0,local election,Wahlprogramm,legacy_filename,ok,pf
GLMP-780CB5024A,pf14lbb.txt,manifestos/pf14lbb.txt,Pforzheim,Baden-Württemberg,Liste Bürgerbeteiligunghaushalt Pforzheim,lbb,2014.0,local election,Wahlprogramm,legacy_filename,ok,pf
GLMP-CAAA0297AF,pf14lis.txt,manifestos/pf14lis.txt,Pforzheim,Baden-Württemberg,Liste Eltern Pforzheim,lis,2014.0,local election,Wahlprogramm,legacy_filename,ok,pf
GLMP-968B69F907,pf14spd.txt,manifestos/pf14spd.txt,Pforzheim,Baden-Württemberg,SPD,spd,2014.0,local election,Wahlprogramm,legacy_filename,ok,pf
GLMP-04176BDD4B,pf14uab.txt,manifestos/pf14uab.txt,Pforzheim,Baden-Württemberg,Unabhängige Bürger für Pforzheim,uab,2014.0,local election,Wahlprogramm,legacy_filename,ok,pf
GLMP-A8074C70FA,pf14wip.txt,manifestos/pf14wip.txt,Pforzheim,Baden-Württemberg,Wir sind Pforzheim,wip,2014.0,local election,Wahlprogramm,legacy_filename,ok,pf
GLMP-132EFD6CBA,po14bbp.txt,manifestos/po14bbp.txt,Potsdam,Brandenburg,Bürgerbündnis Potsdam,bbp,2014.0,local election,Wahlprogramm,legacy_filename,ok,po
GLMP-76043F92C3,po14cdu.txt,manifestos/po14cdu.txt,Potsdam,Brandenburg,CDU,cdu,2014.0,local election,Wahlprogramm,legacy_filename,ok,po
GLMP-7976AD979A,po14lin.txt,manifestos/po14lin.txt,Potsdam,Brandenburg,Die Linke,lin,2014.0,local election,Wahlprogramm,legacy_filename,ok,po
GLMP-55E96CF4F1,po14dia.txt,manifestos/po14dia.txt,Potsdam,Brandenburg,Die aNDERE,dia,2014.0,local election,Wahlprogramm,legacy_filename,ok,po
GLMP-28F22563FF,po14fdp.txt,manifestos/po14fdp.txt,Potsdam,Brandenburg,FDP,fdp,2014.0,local election,Wahlprogramm,legacy_filename,ok,po
GLMP-A6939D32B4,po14fwg.txt,manifestos/po14fwg.txt,Potsdam,Brandenburg,Freie Wähler,fwg,2014.0,local election,Wahlprogramm,legacy_filename,ok,po
GLMP-B531861841,po14gru.txt,manifestos/po14gru.txt,Potsdam,Brandenburg,Grüne,gru,2014.0,local election,Wahlprogramm,legacy_filename,ok,po
GLMP-6E4181ECB8,po14pot.txt,manifestos/po14pot.txt,Potsdam,Brandenburg,Potsdamer Demokraten,pot,2014.0,local election,Wahlprogramm,legacy_filename,ok,po
GLMP-2072170D6B,po14spd.txt,manifestos/po14spd.txt,Potsdam,Brandenburg,SPD,spd,2014.0,local election,Wahlprogramm,legacy_filename,ok,po
GLMP-FBFED59996,re14cdu.txt,manifestos/re14cdu.txt,Recklinghausen,Nordrhein-Westfalen,CDU,cdu,2014.0,local election,Wahlprogramm,legacy_filename,ok,re
GLMP-CD6ACF845E,re14fdp.txt,manifestos/re14fdp.txt,Recklinghausen,Nordrhein-Westfalen,FDP,fdp,2014.0,local election,Wahlprogramm,legacy_filename,ok,re
GLMP-87C0798D32,re14gru.txt,manifestos/re14gru.txt,Recklinghausen,Nordrhein-Westfalen,Grüne,gru,2014.0,local election,Wahlprogramm,legacy_filename,ok,re
GLMP-D85937B1B7,re14spd.txt,manifestos/re14spd.txt,Recklinghausen,Nordrhein-Westfalen,SPD,spd,2014.0,local election,Wahlprogramm,legacy_filename,ok,re
GLMP-5DAF54A259,rg14csu.txt,manifestos/rg14csu.txt,Regensburg,Bayern,CSU,csu,2014.0,local election,Wahlprogramm,legacy_filename,ok,rg
GLMP-9A09602D5E,rg14csb.txt,manifestos/rg14csb.txt,Regensburg,Bayern,Christiliche-Soziale Bürger,csb,2014.0,local election,Wahlprogramm,legacy_filename,ok,rg
GLMP-E6BE05F6F8,rg14lin.txt,manifestos/rg14lin.txt,Regensburg,Bayern,Die Linke,lin,2014.0,local election,Wahlprogramm,legacy_filename,ok,rg
GLMP-3984C576B5,rg14fdp.txt,manifestos/rg14fdp.txt,Regensburg,Bayern,FDP,fdp,2014.0,local election,Wahlprogramm,legacy_filename,ok,rg
GLMP-A87559E0C4,rg14fwg.txt,manifestos/rg14fwg.txt,Regensburg,Bayern,Freie Wähler,fwg,2014.0,local election,Wahlprogramm,legacy_filename,ok,rg
GLMP-B418DE9A90,rg14gru.txt,manifestos/rg14gru.txt,Regensburg,Bayern,Grüne,gru,2014.0,local election,Wahlprogramm,legacy_filename,ok,rg
GLMP-51E0B04D15,rg14pir.txt,manifestos/rg14pir.txt,Regensburg,Bayern,Piraten,pir,2014.0,local election,Wahlprogramm,legacy_filename,ok,rg
GLMP-93545F1FD0,rg14spd.txt,manifestos/rg14spd.txt,Regensburg,Bayern,SPD,spd,2014.0,local election,Wahlprogramm,legacy_filename,ok,rg
GLMP-C68E63F943,rg14odp.txt,manifestos/rg14odp.txt,Regensburg,Bayern,Ökologisch-Demokratische Partei (ÖDP),odp,2014.0,local election,Wahlprogramm,legacy_filename,ok,rg
GLMP-FBDDD58062,rs14cdu.txt,manifestos/rs14cdu.txt,Remscheid,Nordrhein-Westfalen,CDU,cdu,2014.0,local election,Wahlprogramm,legacy_filename,ok,rs
GLMP-0FF4CD87BC,rs14fdp.txt,manifestos/rs14fdp.txt,Remscheid,Nordrhein-Westfalen,FDP,fdp,2014.0,local election,Wahlprogramm,legacy_filename,ok,rs
GLMP-3410835278,rs14gru.txt,manifestos/rs14gru.txt,Remscheid,Nordrhein-Westfalen,Grüne,gru,2014.0,local election,Wahlprogramm,legacy_filename,ok,rs
GLMP-69E895EA57,rs14spd.txt,manifestos/rs14spd.txt,Remscheid,Nordrhein-Westfalen,SPD,spd,2014.0,local election,Wahlprogramm,legacy_filename,ok,rs
GLMP-8A1F269F32,rs14wir.txt,manifestos/rs14wir.txt,Remscheid,Nordrhein-Westfalen,Wählergemeinschaft in Remscheid (W.i.R.),wir,2014.0,local election,Wahlprogramm,legacy_filename,ok,rs
GLMP-783BF0D8ED,rt14lin.txt,manifestos/rt14lin.txt,Reutlingen,Baden-Württemberg,Die Linke,lin,2014.0,local election,Wahlprogramm,legacy_filename,ok,rt
GLMP-94211A366D,rt14fdp.txt,manifestos/rt14fdp.txt,Reutlingen,Baden-Württemberg,FDP,fdp,2014.0,local election,Wahlprogramm,legacy_filename,ok,rt
GLMP-2B44345281,rt14fwg.txt,manifestos/rt14fwg.txt,Reutlingen,Baden-Württemberg,Freie Wähler,fwg,2014.0,local election,Wahlprogramm,legacy_filename,ok,rt
GLMP-B15251A3E2,rt14spd.txt,manifestos/rt14spd.txt,Reutlingen,Baden-Württemberg,SPD,spd,2014.0,local election,Wahlprogramm,legacy_filename,ok,rt
GLMP-28E43DC802,ro14bru.txt,manifestos/ro14bru.txt,Rostock,Mecklenburg-Vorpommern,Aufbruch 09,bru,2014.0,local election,Wahlprogramm,legacy_filename,ok,ro
GLMP-BE209F9A78,ro14cdu.txt,manifestos/ro14cdu.txt,Rostock,Mecklenburg-Vorpommern,CDU,cdu,2014.0,local election,Wahlprogramm,legacy_filename,ok,ro
GLMP-83279E1B53,ro14lin.txt,manifestos/ro14lin.txt,Rostock,Mecklenburg-Vorpommern,Die Linke,lin,2014.0,local election,Wahlprogramm,legacy_filename,ok,ro
GLMP-DFE315019D,ro14gru.txt,manifestos/ro14gru.txt,Rostock,Mecklenburg-Vorpommern,Grüne,gru,2014.0,local election,Wahlprogramm,legacy_filename,ok,ro
GLMP-468F540624,ro14rob.txt,manifestos/ro14rob.txt,Rostock,Mecklenburg-Vorpommern,Rostocker Bund,rob,2014.0,local election,Wahlprogramm,legacy_filename,ok,ro
GLMP-D7B5CC0B55,ro14spd.txt,manifestos/ro14spd.txt,Rostock,Mecklenburg-Vorpommern,SPD,spd,2014.0,local election,Wahlprogramm,legacy_filename,ok,ro
GLMP-7797E65693,sb14cdu.txt,manifestos/sb14cdu.txt,Saarbruecken,Saarland,CDU,cdu,2014.0,local election,Wahlprogramm,legacy_filename,ok,sb
GLMP-D793615D9D,sb14fdp.txt,manifestos/sb14fdp.txt,Saarbruecken,Saarland,FDP,fdp,2014.0,local election,Wahlprogramm,legacy_filename,ok,sb
GLMP-82B3A54CE5,sb14fwg.txt,manifestos/sb14fwg.txt,Saarbruecken,Saarland,Freie Wähler,fwg,2014.0,local election,Wahlprogramm,legacy_filename,ok,sb
GLMP-B5F6FB89AE,sb14gru.txt,manifestos/sb14gru.txt,Saarbruecken,Saarland,Grüne,gru,2014.0,local election,Wahlprogramm,legacy_filename,ok,sb
GLMP-DE4032489F,sb14pir.txt,manifestos/sb14pir.txt,Saarbruecken,Saarland,Piraten,pir,2014.0,local election,Wahlprogramm,legacy_filename,ok,sb
GLMP-9CB482F85C,sb14spd.txt,manifestos/sb14spd.txt,Saarbruecken,Saarland,SPD,spd,2014.0,local election,Wahlprogramm,legacy_filename,ok,sb
GLMP-68F29B3CBD,sb14sfa.txt,manifestos/sb14sfa.txt,Saarbruecken,Saarland,Saarland für Alle,sfa,2014.0,local election,Wahlprogramm,legacy_filename,ok,sb
GLMP-2B6C5F830E,si14afd.txt,manifestos/si14afd.txt,Siegen,Nordrhein-Westfalen,Alternative für Deutschland,afd,2014.0,local election,Wahlprogramm,legacy_filename,ok,si
GLMP-BFD18048B8,si14cdu.txt,manifestos/si14cdu.txt,Siegen,Nordrhein-Westfalen,CDU,cdu,2014.0,local election,Wahlprogramm,legacy_filename,ok,si
GLMP-6711E530C0,si14lin.txt,manifestos/si14lin.txt,Siegen,Nordrhein-Westfalen,Die Linke,lin,2014.0,local election,Wahlprogramm,legacy_filename,ok,si
GLMP-77E7A71B5E,si14fdp.txt,manifestos/si14fdp.txt,Siegen,Nordrhein-Westfalen,FDP,fdp,2014.0,local election,Wahlprogramm,legacy_filename,ok,si
GLMP-9D69DB7453,si14gru.txt,manifestos/si14gru.txt,Siegen,Nordrhein-Westfalen,Grüne,gru,2014.0,local election,Wahlprogramm,legacy_filename,ok,si
GLMP-A839BC5B7A,si14spd.txt,manifestos/si14spd.txt,Siegen,Nordrhein-Westfalen,SPD,spd,2014.0,local election,Wahlprogramm,legacy_filename,ok,si
GLMP-426E138529,si14uwg.txt,manifestos/si14uwg.txt,Siegen,Nordrhein-Westfalen,Unabhängige Wählergemeinschaft (UWG),uwg,2014.0,local election,Wahlprogramm,legacy_filename,ok,si
GLMP-DAC9A3317F,sg14afd.txt,manifestos/sg14afd.txt,Solingen,Nordrhein-Westfalen,Alternative für Deutschland,afd,2014.0,local election,Wahlprogramm,legacy_filename,ok,sg
GLMP-ABD2F97087,sg14cdu.txt,manifestos/sg14cdu.txt,Solingen,Nordrhein-Westfalen,CDU,cdu,2014.0,local election,Wahlprogramm,legacy_filename,ok,sg
GLMP-04A4D728D4,sg14lin.txt,manifestos/sg14lin.txt,Solingen,Nordrhein-Westfalen,Die Linke,lin,2014.0,local election,Wahlprogramm,legacy_filename,ok,sg
GLMP-8AA53B25B4,sg14fdp.txt,manifestos/sg14fdp.txt,Solingen,Nordrhein-Westfalen,FDP,fdp,2014.0,local election,Wahlprogramm,legacy_filename,ok,sg
GLMP-B47EF9DB77,sg14fbu.txt,manifestos/sg14fbu.txt,Solingen,Nordrhein-Westfalen,Freie Bürger Union,fbu,2014.0,local election,Wahlprogramm,legacy_filename,ok,sg
GLMP-7FF3792580,sg14gru.txt,manifestos/sg14gru.txt,Solingen,Nordrhein-Westfalen,Grüne,gru,2014.0,local election,Wahlprogramm,legacy_filename,ok,sg
GLMP-69A499B153,sg14pir.txt,manifestos/sg14pir.txt,Solingen,Nordrhein-Westfalen,Piraten,pir,2014.0,local election,Wahlprogramm,legacy_filename,ok,sg
GLMP-395A989FF3,sg14spd.txt,manifestos/sg14spd.txt,Solingen,Nordrhein-Westfalen,SPD,spd,2014.0,local election,Wahlprogramm,legacy_filename,ok,sg
GLMP-1BC30C9234,st14afd.txt,manifestos/st14afd.txt,Stuttgart,Baden-Württemberg,Alternative für Deutschland,afd,2014.0,local election,Wahlprogramm,legacy_filename,ok,st
GLMP-6AE6B5F167,st14cdu.txt,manifestos/st14cdu.txt,Stuttgart,Baden-Württemberg,CDU,cdu,2014.0,local election,Wahlprogramm,legacy_filename,ok,st
GLMP-14AB9A0184,st14lin.txt,manifestos/st14lin.txt,Stuttgart,Baden-Württemberg,Die Linke,lin,2014.0,local election,Wahlprogramm,legacy_filename,ok,st
GLMP-FE4579957F,st14rep.txt,manifestos/st14rep.txt,Stuttgart,Baden-Württemberg,Die Republikaner,rep,2014.0,local election,Wahlprogramm,legacy_filename,ok,st
GLMP-B43E82A654,st14fdp.txt,manifestos/st14fdp.txt,Stuttgart,Baden-Württemberg,FDP,fdp,2014.0,local election,Wahlprogramm,legacy_filename,ok,st
