filename;content_hash;bytes;document_type;program_scope;classification_reason;municipality_used;party;election_year;matched_main_by_content;matched_main_filenames;document_id;main_use_id;ags;ags_source
Bad Lausick_AfD_2024.txt;78d033ab515560d73bf7cfe372e52e1a696b4010e9b968eb3585810ac567e118;17215;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;explizite Doppeladressierung Kreis/Gemeinden;Bad Lausick;AfD;2024.0;yes;Bad Lausick_AfD_2024.txt|Lossatal_AfD_2024.txt;DOC-78d033ab5155;USE-8d457eb53988|USE-58b98984df4d;14729010;local_cities_components
Bad Lausick_CDU_2024.txt;bf706ea66dc5be9237f1cda39acc29f24248f6638c9ec98ab03a500788e70f80;22378;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;explizite Doppeladressierung Kreis/Gemeinden;Lossatal;CDU;2024.0;yes;Lossatal_CDU_2024.txt|Bad Lausick_CDU_2024.txt;DOC-bf706ea66dc5;USE-8bde3143e5ce|USE-baa0f6acfcb1;14729245;local_cities_components
Baiersbronn_CDU_2024.txt;f828eeb11e9bbb59d21fa4d0b0070a5e06c094d4cafd5216e15b0e0be4d53299;1840;anderes kommunales Wahlprogramm;Landkreis;expliziter Kreis-/Landkreisbezug;Baiersbronn;CDU;2024.0;yes;Baiersbronn_CDU_2024.txt;DOC-f828eeb11e9b;USE-782126c399d8;08237004;local_cities_components
Barleben_Linke_2024.txt;0fb410a301efa6936481e6be23ae0385d96739cf2068d74923a7fbeca93bc703;4176;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;explizite Doppeladressierung Kreis/Gemeinden;Barleben;Linke;2024.0;yes;Barleben_Linke_2024.txt;DOC-0fb410a301ef;USE-a7a123bff7b2;15083040;local_cities_components
Beelitz_FDP_2024.txt;c79fb6ffe983d460cf9bd608fc9b164472a8adb4ce397481b741372d2691e852;2356;anderes kommunales Wahlprogramm;Landkreis;expliziter Kreis-/Landkreisbezug;Beelitz;FDP;2024.0;yes;Beelitz_FDP_2024.txt;DOC-c79fb6ffe983;USE-e7f6dc8bc970;12069017;local_cities_components
Brieselang_AfD_2024.txt;30290c652b61991706247277856e3d35271ac669959eec3a0aa2b66865bd646d;21352;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;explizite Doppeladressierung Kreis/Gemeinden;Brieselang;AfD;2024.0;yes;Brieselang_AfD_2024.txt;DOC-30290c652b61;USE-8c290010457e;12063036;local_cities_components
Bützow_CDU_2024.txt;d63dbc527ca1e25ec013392f2e65457152835ca43702a829d3183ed26ec40619;6934;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;explizite Doppeladressierung Kreis/Gemeinden;Bützow;CDU;2024.0;yes;Bützow_CDU_2024.txt;DOC-d63dbc527ca1;USE-e087e967551c;13072020;local_cities_components
Bützow_Linke_2024.txt;a54b8a6a18290b794750bbeea350f7468e4b43b36e883160d503a378482da34e;4010;anderes kommunales Wahlprogramm;Landkreis;expliziter Kreis-/Landkreisbezug;Bützow;Linke;2024.0;yes;Bützow_Linke_2024.txt;DOC-a54b8a6a1829;USE-8368f09598e1;13072020;local_cities_components
Ditzingen_AfD_2024.txt;c41e71a059342e37f42554bebee9747fd38fc34ca0ff56509c33e155a3b93a68;122240;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;explizite Doppeladressierung Kreis/Gemeinden;Ditzingen;AfD;2024.0;yes;Ditzingen_AfD_2024.txt;DOC-c41e71a05934;USE-f2815a8b33c3;08118011;local_cities_components
Ditzingen_FDP_2024.txt;1da17ab98d1330c9404521dab842af2cc0ebfbba4da350b5487fb6f7f5d3db64;38554;anderes kommunales Wahlprogramm;Landkreis;expliziter Kreis-/Landkreisbezug;Ditzingen;FDP;2024.0;yes;Ditzingen_FDP_2024.txt;DOC-1da17ab98d13;USE-14ea56f6cccd;08118011;local_cities_components
