document_use_id;document_id;manifesto_id;municipality;state;ags;party;party_abbreviation;election_year;document_type;program_scope;use_type;filename;source;content_hash;ags_source
USE-e877d934db98;DOC-79c309b0e9aa;GLMP-F4542514F6;Freiburg im Breisgau;Baden-Württemberg;08311000;Junges Freiburg;juf;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;fr14juf.txt;main;79c309b0e9aa87a841551113db680c00107edc6619ee386d25fd20760df516a7;local_cities_components
USE-07c63261863a;DOC-bafe14bb9574;GLMP-5953F8C6CE;Freiburg im Breisgau;Baden-Württemberg;08311000;SPD;spd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;fr14spd.txt;main;bafe14bb957461657906f826db727abee7758b1eae59901009fbd4fc05cf6614;local_cities_components
USE-25063fbcc0ff;DOC-5bf5104a3f6e;GLMP-ADAE75B771;Freiburg im Breisgau;Baden-Württemberg;08311000;Unabhängige Frauen Freiburg;uff;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;fr14uff.txt;main;5bf5104a3f6ea63df11bcaaadf3166a0f38174212f9696ff34c77bac3c10ee4c;local_cities_components
USE-93be11d5d1c7;DOC-e37a89aa2775;GLMP-9B0719C31E;Fuerth;Bayern;09563000;CSU;csu;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;fu14csu.txt;main;e37a89aa2775cef0f967f2fd573ab5a401dc7260c9925c8a330b699b958b2c95;manual_2024_reference
USE-4f51dfafee09;DOC-38309cadfeb5;GLMP-86A7C6D8BD;Fuerth;Bayern;09563000;Die Linke;lin;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;fu14lin.txt;main;38309cadfeb59a98b7c151d91790157c38a9fdc3041b3870a5c58a685a8185d4;manual_2024_reference
USE-cf812b282804;DOC-0a830fe7ad04;GLMP-9F725627E3;Fuerth;Bayern;09563000;FDP;fdp;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;fu14fdp.txt;main;0a830fe7ad040f573b71f11d10bf2fbe41ed85d041a780299394ecb924d6c316;manual_2024_reference
USE-f31a5e7eb443;DOC-700b73e9f903;GLMP-CAE080BD50;Fuerth;Bayern;09563000;Freie Wähler;fwg;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;fu14fwg.txt;main;700b73e9f903180c953e6cd9fdaccd7295b46d86f766c6886db2984ccfaeec5b;manual_2024_reference
USE-c3c78c74ac7a;DOC-d66002e0917a;GLMP-04A57BFE35;Fuerth;Bayern;09563000;Grüne;gru;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;fu14gru.txt;main;d66002e0917a5b019d6182f4755d0f665aabfd3e8143560a267cf83d3573e37f;manual_2024_reference
USE-2c0eb35ba1cf;DOC-9658e610b144;GLMP-7A3113FA9B;Fuerth;Bayern;09563000;SPD;spd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;fu14spd.txt;main;9658e610b1449ea6a5a668486ef1caccbde98e19e75b283b245d953a2c5db27b;manual_2024_reference
USE-2b1e6d90ae35;DOC-00805f98d2b5;GLMP-342ACC533F;Gelsenkirchen;Nordrhein-Westfalen;05513000;Alternative für Deutschland;afd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ge14afd.txt;main;00805f98d2b59d4b1ae8bae2b1a2c746e178418352021bf85d2be03fc4567fac;manual_2024_reference
USE-fc98420d02e1;DOC-1bbe88fed866;GLMP-E10AC72E90;Gelsenkirchen;Nordrhein-Westfalen;05513000;CDU;cdu;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ge14cdu.txt;main;1bbe88fed8665a2cff8a20b1ebe6b7ec7e7569bd4a366db244014afda0aa6008;manual_2024_reference
USE-0bf5801d6902;DOC-3296e7fdd08b;GLMP-0FED2F9720;Gelsenkirchen;Nordrhein-Westfalen;05513000;Die Linke;lin;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ge14lin.txt;main;3296e7fdd08b3bb33daadbf36449efa3df7e3381a06fbc8ae13dfd50276acb5a;manual_2024_reference
USE-cbbe205392f3;DOC-0ab38cba10e7;GLMP-B00266D1A3;Gelsenkirchen;Nordrhein-Westfalen;05513000;Grüne;gru;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ge14gru.txt;main;0ab38cba10e7cb1accba215f925c894849fe0060992c48b523855ee7f5d8c90c;manual_2024_reference
USE-318546b2f159;DOC-497a94063104;GLMP-0488CD81AE;Gelsenkirchen;Nordrhein-Westfalen;05513000;SPD;spd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ge14spd.txt;main;497a940631045fa07618603bb486210712308d2b2a2fed2575302eb584a4a19e;manual_2024_reference
USE-24fa6bc8aee4;DOC-87c9420c5af6;GLMP-556AA3F8D8;Gelsenkirchen;Nordrhein-Westfalen;05513000;Wähler Initiative NRW;win;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ge14win.txt;main;87c9420c5af611660698576c8b833651394c0fd5caffbca4164bc1198c2b27fe;manual_2024_reference
USE-246099b66f81;DOC-2f3b4fd19f6d;GLMP-4A74C3A44E;Hagen;Nordrhein-Westfalen;05914000;Bürger für  (BfHO);bfh;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ha14bfh.txt;main;2f3b4fd19f6ddbe4bdce70711809f8928ab542f0af150735b67e881407d8bcbb;manual_2024_reference
USE-4132103e4785;DOC-c8f65765b036;GLMP-0A8A57DC1C;Hagen;Nordrhein-Westfalen;05914000;CDU;cdu;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ha14cdu.txt;main;c8f65765b0362f3b4258ece2875b0779d34273e8c7eda03c8364125f35f71c9c;manual_2024_reference
USE-ab87841c54cd;DOC-10721eddd8fe;GLMP-1D01E74464;Hagen;Nordrhein-Westfalen;05914000;Die Linke;lin;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ha14lin.txt;main;10721eddd8fe21ff93b912712cc58dae82f3ac7d87557881f866751aae2f17e8;manual_2024_reference
USE-4e11192caf8d;DOC-2dcc34a121ec;GLMP-680778D9A8;Hagen;Nordrhein-Westfalen;05914000;FDP;fdp;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ha14fdp.txt;main;2dcc34a121ec97a723cacb0a05eef3d10db4005e09ee4b27382a7f885b3fbd74;manual_2024_reference
USE-0f7e197e6aff;DOC-bc851b52abcf;GLMP-A233372655;Hagen;Nordrhein-Westfalen;05914000;Grüne;gru;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ha14gru.txt;main;bc851b52abcf247a9ff201229ded8c403a6305fae0a8a3e8ce7d1a37759a0d5d;manual_2024_reference
USE-8e0301730a49;DOC-832e883e138e;GLMP-6FAB5FCA28;Hagen;Nordrhein-Westfalen;05914000;Piraten;pir;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ha14pir.txt;main;832e883e138e6fddfc876561468a8c59af2a1b63a2cd954c04e110821fd1d7b9;manual_2024_reference
USE-5a94a126f436;DOC-647acd859c8d;GLMP-74B2A2A8EE;Hagen;Nordrhein-Westfalen;05914000;SPD;spd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ha14spd.txt;main;647acd859c8dc28ecdf8f1832f28b6cf2196f934c9a3323dad59ed117154e005;manual_2024_reference
USE-d3c78a3012b0;DOC-fe69ebb2cab3;GLMP-16D275C09C;Halle (Saale);Sachsen-Anhalt;15002000;CDU;cdu;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hl14cdu.txt;main;fe69ebb2cab36b3b5632b9bc09d53dde84e69289786ba97d33213e2107387341;local_cities_components
USE-045085602a90;DOC-1b7fb594e127;GLMP-F5D5275A80;Halle (Saale);Sachsen-Anhalt;15002000;Die Linke;lin;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hl14lin.txt;main;1b7fb594e1270469f5a6f27937f6591e6008aaf56535bae5d36bb33cbe5a505a;local_cities_components
USE-47d47f6aa19a;DOC-f2a014525e57;GLMP-7DCA8CEC5B;Halle (Saale);Sachsen-Anhalt;15002000;Die Partei;par;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hl14par.txt;main;f2a014525e5740cb16a795e42a3fc3908da097edc923cdb08c9b8ad76971f167;local_cities_components
USE-8e134ff252db;DOC-66ff95d228bb;GLMP-D238AD77DC;Halle (Saale);Sachsen-Anhalt;15002000;FDP;fdp;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hl14fdp.txt;main;66ff95d228bb1b1fda95075fec66060555c2d81a777795c129de5d13f5320c08;local_cities_components
USE-1dda663dd7ed;DOC-3c68305ef1ec;GLMP-22072CC823;Halle (Saale);Sachsen-Anhalt;15002000;Grüne;gru;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hl14gru.txt;main;3c68305ef1ecdce37a83d8fb3b92f3d3d54db3de86f95eb03e3e08f7e5caddcf;local_cities_components
USE-d44f94255c24;DOC-94a2e231b9fe;GLMP-D4769DF4FB;Halle (Saale);Sachsen-Anhalt;15002000;MitBürger;mit;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hl14mit.txt;main;94a2e231b9fe3cfe1406a8d0ccb19fd705342775b14ce31b3e3607d7d1155d51;local_cities_components
USE-a9ad7c8aef2b;DOC-15b46ca0e1c6;GLMP-7A89C9552A;Halle (Saale);Sachsen-Anhalt;15002000;SPD;spd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hl14spd.txt;main;15b46ca0e1c6f4808d7f883e79efc4ef7529187ed45a410d74af6f280cb08cbc;local_cities_components
USE-a1194428bb3b;DOC-4eec0febdc5d;GLMP-633028EB86;Hamm;Nordrhein-Westfalen;05915000;CDU;cdu;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hm14cdu.txt;main;4eec0febdc5dcfb3ede450a5ae001109c4b304749c4d15a0e2fd852fe2006773;manual_2024_reference
USE-7b3f04263927;DOC-94eab2a471f0;GLMP-0995804617;Hamm;Nordrhein-Westfalen;05915000;Die Linke;lin;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hm14lin.txt;main;94eab2a471f05393adc3a2fab7701718f1978f251f16b4425409b61e40feb63a;manual_2024_reference
USE-e3afcaa40013;DOC-eb6cf24e3ce5;GLMP-8FED162918;Hamm;Nordrhein-Westfalen;05915000;Die Rechte;rec;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hm14rec.txt;main;eb6cf24e3ce59164cae1ecb2ade44b297b4e5d0198e8efd3ec927d597547d1c4;manual_2024_reference
USE-562f7ef7b472;DOC-0cefa4757bef;GLMP-C6DBF357E6;Hamm;Nordrhein-Westfalen;05915000;FDP;fdp;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hm14fdp.txt;main;0cefa4757bef61e1bbdd92d31e73194febc5f68f488db4c9791f05cb48b24eed;manual_2024_reference
USE-4d1ea4322fe7;DOC-49ba329996d7;GLMP-D0F28D8A47;Hamm;Nordrhein-Westfalen;05915000;Grüne;gru;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hm14gru.txt;main;49ba329996d7a08aba7ed258f82d9a5a8bf0f1503de7c2f22e86ed57fe02e1b7;manual_2024_reference
USE-b0b164272433;DOC-a339db39fc50;GLMP-8EABED6479;Hamm;Nordrhein-Westfalen;05915000;Piraten;pir;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hm14pir.txt;main;a339db39fc5061ecb3b8da0efdd57fc0b4616d16317f999902a0815cf8eb2ab8;manual_2024_reference
USE-58e8b8f529e8;DOC-78dc4c6b994e;GLMP-45737E6BF4;Hamm;Nordrhein-Westfalen;05915000;Pro Hamm;prh;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hm14prh.txt;main;78dc4c6b994eae4c0919cf3674c56b1d7f757c6937188bffcd5515d62405ba34;manual_2024_reference
USE-8e64e7567f35;DOC-ca2f6f3f5df4;GLMP-7BC5C623EB;Hamm;Nordrhein-Westfalen;05915000;SPD;spd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hm14spd.txt;main;ca2f6f3f5df4c1be374b6ec7b35a471033c9ff5888978afc4581f3c72d1e6c7c;manual_2024_reference
USE-74140fc69927;DOC-40a24f539d5e;GLMP-2407BCF861;Heidelberg;Baden-Württemberg;08221000;Bunte Linke Heidelberg;bul;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hd14bul.txt;main;40a24f539d5e7ba2294481903e3f2571ea6ac9772f2d9b707c387c9a9d50ec38;local_cities_components
USE-61cedc0bddec;DOC-ddbea3ce2281;GLMP-F69F7EE538;Heidelberg;Baden-Württemberg;08221000;CDU;cdu;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hd14cdu.txt;main;ddbea3ce228146e87a761d63bee53fcfe680dabe53fbc5dc255197208974f49e;local_cities_components
USE-9dd8d7626991;DOC-63e449af4242;GLMP-0F0CC6D42C;Heidelberg;Baden-Württemberg;08221000;Die Linke;lin;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hd14lin.txt;main;63e449af424235c3d8812386ad7466cce92016d3ab8fd95fd082aa44fdf8c70f;local_cities_components
USE-3153b5ae1c3d;DOC-c92c87689e5c;GLMP-55D08BCF89;Heidelberg;Baden-Württemberg;08221000;FDP;fdp;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hd14fdp.txt;main;c92c87689e5c0b6fff287719032d05ebbeca0c41bab063da1439a2b811fb313d;local_cities_components
USE-8ebb38700a42;DOC-c7ffdf5339c3;GLMP-80D4FD1ADF;Heidelberg;Baden-Württemberg;08221000;Grüne;gru;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hd14gru.txt;main;c7ffdf5339c3b0794bb2d0cc8fb76e717672bc503fc1fd1c21ff1c7839dc5048;local_cities_components
USE-4c48c9755fe9;DOC-8ce15d8d5c46;GLMP-1D25A572AF;Heidelberg;Baden-Württemberg;08221000;Grüne Alternative Liste;gal;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hd14gal.txt;main;8ce15d8d5c46af263bab230b8edf34c11b987a1a78be6119e1511b84837b0dbc;local_cities_components
USE-347288921ef0;DOC-5e9ea2bdc905;GLMP-00608D2348;Heidelberg;Baden-Württemberg;08221000;Piraten;pir;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hd14pir.txt;main;5e9ea2bdc905503b463f9708d8b2d0cafe59b73a3552a702db8663f5da76122b;local_cities_components
USE-926ee613d907;DOC-7b605a2101ad;GLMP-F1D15A13B8;Heidelberg;Baden-Württemberg;08221000;SPD;spd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hd14spd.txt;main;7b605a2101adf8c0b8503bddfd936d060c7ce65b1802dd543255114647c9a47e;local_cities_components
USE-77a479fc8928;DOC-072755aca9f2;GLMP-F4F885AA5C;Heilbronn;Baden-Württemberg;08121000;CDU;cdu;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hn14cdu.txt;main;072755aca9f2257e2ad36ade5bbb6820f5ec5b960b5b3cf3c76db52e3334161f;local_cities_components
USE-7ffb2c587c64;DOC-cd34079580e6;GLMP-16B951D171;Heilbronn;Baden-Württemberg;08121000;Die Linke;lin;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hn14lin.txt;main;cd34079580e62e2b5cfe99495f8d8e46bfa84eff4b1f2fb83ce5d98891fd330c;local_cities_components
USE-3f6d40d00c4b;DOC-187bcc28e4fa;GLMP-7053E730A1;Heilbronn;Baden-Württemberg;08121000;FDP;fdp;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hn14fdp.txt;main;187bcc28e4fa04f542743f34fe427a28baffdbe686d20939bcfd5488608abc1c;local_cities_components
USE-2c7beacd3f6c;DOC-c5062119eb2c;GLMP-3E37F5854F;Heilbronn;Baden-Württemberg;08121000;Grüne;gru;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hn14gru.txt;main;c5062119eb2cd4bed419ebbf95a1c50a9083ba80894d4a4b6c344a4943dc4114;local_cities_components
USE-2036c3b2c6da;DOC-cce09d0199df;GLMP-EC59EF0EA8;Heilbronn;Baden-Württemberg;08121000;SPD;spd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;hn14spd.txt;main;cce09d0199df494686e04869b9d542f94bd75a283a3516dfea19204e8959278f;local_cities_components
USE-3411c33b2b82;DOC-4a4c5396486f;GLMP-0B671417B9;Ingolstadt;Bayern;09161000;Bürgergemeinschaft Ingolstadt;bgi;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;in14bgi.txt;main;4a4c5396486f14b63506a0823aa874cc275ebcde3e0e41f6c08fc9dc1ce561c1;manual_2024_reference
USE-85ba8f1ce17c;DOC-f5fe02606823;GLMP-1D8E440927;Ingolstadt;Bayern;09161000;CSU;csu;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;in14csu.txt;main;f5fe026068237258e0a8828ea79e4d0e630d801a4d8125f67eb3c63cc5a869a1;manual_2024_reference
USE-f75a64ce6ab2;DOC-74fa14ae9c17;GLMP-955BA0432C;Ingolstadt;Bayern;09161000;Die Linke;lin;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;in14lin.txt;main;74fa14ae9c175bc861b9fb78bf1e0b74666eceb997924b9d719aa7efbf096862;manual_2024_reference
USE-012a1d166423;DOC-a50271a17db1;GLMP-CFE8D015A1;Ingolstadt;Bayern;09161000;FDP;fdp;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;in14fdp.txt;main;a50271a17db19e7b69d4016cf7685594c304a5fd4f1e1837ca0acf7eed53fb2e;manual_2024_reference
USE-e0984bc3230c;DOC-663ee1cacf66;GLMP-2F3E22A103;Ingolstadt;Bayern;09161000;Freie Wähler;fwg;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;in14fwg.txt;main;663ee1cacf669f04d37cafa3d206e0a2eab9582da2c77d9cb39a5ae911b56ae9;manual_2024_reference
USE-48df0d3e6c01;DOC-a5ea88aea3a5;GLMP-86BC3E2CBB;Ingolstadt;Bayern;09161000;Grüne;gru;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;in14gru.txt;main;a5ea88aea3a598ba460d5d47977aaee1c3777fd40c7ec64dc05dfd0c41b47aa2;manual_2024_reference
USE-2944b8a1b25a;DOC-27f468df53d5;GLMP-8FE3120EB8;Jena;Thüringen;16053000;Bürger für Jena;bfj;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;je14bfj.txt;main;27f468df53d5150abc5a932b19a65b01ac8c87fc4748565d47001d1d74358ace;local_cities_components
USE-b4908fa6bfcc;DOC-b1c588441fec;GLMP-3EE8CD4634;Jena;Thüringen;16053000;CDU;cdu;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;je14cdu.txt;main;b1c588441fec2a49ce2804dde65b8d15579e0c77f46da1675c07be465bc8965f;local_cities_components
USE-fe8db6db5d7c;DOC-c5fff2db3a84;GLMP-A13850AF29;Jena;Thüringen;16053000;Die Guten;gut;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;je14gut.txt;main;c5fff2db3a840145ed7ad01f4f3d5466273590b317a95cb60b54e9a45ee0dc3d;local_cities_components
USE-2aaa83d5ee69;DOC-bbd6a038ba0c;GLMP-C94CEA3078;Jena;Thüringen;16053000;Die Linke;lin;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;je14lin.txt;main;bbd6a038ba0cf7f4467a3bf826503c09a1e55288f81b6e7711e80188ce35c8c5;local_cities_components
USE-c61a20832348;DOC-b5e34690d463;GLMP-C641CA8FDF;Jena;Thüringen;16053000;FDP;fdp;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;je14fdp.txt;main;b5e34690d463c813d9ced403ce4797752317595ed7f5281ded694a0ec90c9711;local_cities_components
USE-dc5312e3c3c7;DOC-fc4584406937;GLMP-8D15D08020;Jena;Thüringen;16053000;Grüne;gru;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;je14gru.txt;main;fc45844069371d1cc7a81d5c3118bc66c92b07d0193caf2d026fc3dae1a8ac66;local_cities_components
USE-0523d661ead7;DOC-2e5bba4761f0;GLMP-95A1C65D44;Jena;Thüringen;16053000;Piraten;pir;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;je14pir.txt;main;2e5bba4761f000c03e575b82188673a7d6d670725c16d22f3dcbf6b7e9adbae1;local_cities_components
USE-7e189fabd624;DOC-842540149a64;GLMP-53422C76FF;Jena;Thüringen;16053000;SPD;spd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;je14spd.txt;main;842540149a64bfde23f3aabba5d333a9fb9d2f93e687de6a8a12bc8278ba0ebe;local_cities_components
USE-7df55929f83e;DOC-eedbd32cd23c;GLMP-D96E6930C4;Karlsruhe;Baden-Württemberg;08212000;Alternative für Deutschland;afd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ks14afd.txt;main;eedbd32cd23c2772e3f365fcd3950a5aea5d21b1e9761d58e3c91ce23160874c;local_cities_components
USE-7f470c9a6697;DOC-4bbb45f3326d;GLMP-A0F143D466;Karlsruhe;Baden-Württemberg;08212000;CDU;cdu;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ks14cdu.txt;main;4bbb45f3326dce1549bec2dd25877b1fc7fc9b51a6f0f650686ade5b2150b66d;local_cities_components
USE-d389da34ea40;DOC-095b2f803961;GLMP-85A5875AE8;Karlsruhe;Baden-Württemberg;08212000;Die Linke;lin;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ks14lin.txt;main;095b2f803961ccb51d4bcc61c9608cf517efa2bd2ff02651660152c9f3f43385;local_cities_components
USE-046044edf44a;DOC-c33246c96ff3;GLMP-309CC75DFA;Karlsruhe;Baden-Württemberg;08212000;Die Partei;par;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ks14par.txt;main;c33246c96ff33228a3a9801efb41e3862bcfad8263fafce49a5eee0468573ddf;local_cities_components
USE-14d798a15a72;DOC-57fa3c781b11;GLMP-7BA7AABF44;Karlsruhe;Baden-Württemberg;08212000;FDP;fdp;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ks14fdp.txt;main;57fa3c781b1145619bcf6141d4c56a6e77ea4c08949c30296f694247dc752a4c;local_cities_components
USE-164c0f0ba8f5;DOC-71d64ac1d86f;GLMP-2005B618AA;Karlsruhe;Baden-Württemberg;08212000;Freie Wähler;fwg;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ks14fwg.txt;main;71d64ac1d86fa4124ee4c2c9582eea59ee0f5a96806b30430a25d1617fa714df;local_cities_components
USE-bc2ec19047c9;DOC-18802d455055;GLMP-BEA5F7369B;Karlsruhe;Baden-Württemberg;08212000;Gemeinsam für Karlsruhe;gfk;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ks14gfk.txt;main;18802d455055b65c69b0d77c2a6ebfdc53068b93256a7c5f19cd56c24df607e3;local_cities_components
USE-80ad66206d9f;DOC-8940b1c3f159;GLMP-DA04484BFF;Karlsruhe;Baden-Württemberg;08212000;Grüne;gru;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ks14gru.txt;main;8940b1c3f15915ba3ef5867bb2dade64145180c9bae0b1c0d3911e3a97173fc7;local_cities_components
USE-c0ed822af738;DOC-d62fa581c59f;GLMP-3802E11059;Karlsruhe;Baden-Württemberg;08212000;Karlsruher Liste;kal;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ks14kal.txt;main;d62fa581c59f8eb719c60342f866faf0390460348820c878f0a7a70c0363baea;local_cities_components
USE-9eeebf4e7a4a;DOC-e8e4c859198e;GLMP-82538ADCAD;Karlsruhe;Baden-Württemberg;08212000;Piraten;pir;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ks14pir.txt;main;e8e4c859198ef337a9fb29b4bbfe42b2923ed7501e7dfe2798968c85b42c1188;local_cities_components
USE-026d71e20545;DOC-0b5765c2119f;GLMP-093A42CC0E;Karlsruhe;Baden-Württemberg;08212000;SPD;spd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;ks14spd.txt;main;0b5765c2119f1758c1eaffec243e21967ef2ce04d98ed24d6cd534efa6c0c220;local_cities_components
USE-7de77e93c690;DOC-8907c1dc413c;GLMP-71FB57A406;Koblenz;Rheinland-Pfalz;07111000;Alternative für Deutschland;afd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;kb14afd.txt;main;8907c1dc413c23e34d946e3c983c8cff4a6a79bc0869c747e701674fb7d2776b;local_cities_components
USE-1cad71787e0b;DOC-e65b218c4bfe;GLMP-662107E16D;Koblenz;Rheinland-Pfalz;07111000;Bürgerinitiative für Koblenz;biz;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;kb14biz.txt;main;e65b218c4bfebc1cd724cfb025dec878b2ce43a138ab1d0d6a60f6a25ec02df4;local_cities_components
USE-fa411558ad49;DOC-16f0685fa1ac;GLMP-62CFA9AE25;Koblenz;Rheinland-Pfalz;07111000;CDU;cdu;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;kb14cdu.txt;main;16f0685fa1acdbca6d09e5c0e65be8a6e9f3705acd31f93ea05558c67af5a89a;local_cities_components
USE-fd159a2bc1b3;DOC-9b1a96ee97f4;GLMP-AE92219431;Koblenz;Rheinland-Pfalz;07111000;Die Linke;lin;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;kb14lin.txt;main;9b1a96ee97f46d71b7d21f138b8299fe18b24f287a1972be018ce422bc6016e2;local_cities_components
USE-2cc657d3d54b;DOC-efcbe0d23b9b;GLMP-75607FF7FC;Koblenz;Rheinland-Pfalz;07111000;Freie Bürgergruppe Koblenz;fbg;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;kb14fbg.txt;main;efcbe0d23b9ba8a61e34ff033bdea7d41a2d80751109ee1353a6b3c828daae13;local_cities_components
USE-89135e67f83f;DOC-0f877e03b95b;GLMP-3B86B63E15;Koblenz;Rheinland-Pfalz;07111000;Grüne;gru;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;main_corpus_observation;kb14gru.txt;main;0f877e03b95b71060d2fda1dc7c8bfa971610957862cd22fee966f7d40784ce9;local_cities_components
