source;filename;content_hash;bytes;manifesto_id;municipality;state;party;party_abbreviation;election_year;document_type;program_scope;classification_reason;path
main;hd14fdp.txt;c92c87689e5c0b6fff287719032d05ebbeca0c41bab063da1439a2b811fb313d;57000;GLMP-55D08BCF89;Heidelberg;Baden-Württemberg;FDP;fdp;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/hd14fdp.txt
main;hd14gru.txt;c7ffdf5339c3b0794bb2d0cc8fb76e717672bc503fc1fd1c21ff1c7839dc5048;90123;GLMP-80D4FD1ADF;Heidelberg;Baden-Württemberg;Grüne;gru;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/hd14gru.txt
main;hd14gal.txt;8ce15d8d5c46af263bab230b8edf34c11b987a1a78be6119e1511b84837b0dbc;25122;GLMP-1D25A572AF;Heidelberg;Baden-Württemberg;Grüne Alternative Liste;gal;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/hd14gal.txt
main;hd14pir.txt;5e9ea2bdc905503b463f9708d8b2d0cafe59b73a3552a702db8663f5da76122b;16718;GLMP-00608D2348;Heidelberg;Baden-Württemberg;Piraten;pir;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/hd14pir.txt
main;hd14spd.txt;7b605a2101adf8c0b8503bddfd936d060c7ce65b1802dd543255114647c9a47e;78079;GLMP-F1D15A13B8;Heidelberg;Baden-Württemberg;SPD;spd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/hd14spd.txt
main;hn14cdu.txt;072755aca9f2257e2ad36ade5bbb6820f5ec5b960b5b3cf3c76db52e3334161f;52786;GLMP-F4F885AA5C;Heilbronn;Baden-Württemberg;CDU;cdu;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/hn14cdu.txt
main;hn14lin.txt;cd34079580e62e2b5cfe99495f8d8e46bfa84eff4b1f2fb83ce5d98891fd330c;31454;GLMP-16B951D171;Heilbronn;Baden-Württemberg;Die Linke;lin;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/hn14lin.txt
main;hn14fdp.txt;187bcc28e4fa04f542743f34fe427a28baffdbe686d20939bcfd5488608abc1c;30053;GLMP-7053E730A1;Heilbronn;Baden-Württemberg;FDP;fdp;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/hn14fdp.txt
main;hn14gru.txt;c5062119eb2cd4bed419ebbf95a1c50a9083ba80894d4a4b6c344a4943dc4114;35331;GLMP-3E37F5854F;Heilbronn;Baden-Württemberg;Grüne;gru;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/hn14gru.txt
main;hn14spd.txt;cce09d0199df494686e04869b9d542f94bd75a283a3516dfea19204e8959278f;99823;GLMP-EC59EF0EA8;Heilbronn;Baden-Württemberg;SPD;spd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/hn14spd.txt
main;in14bgi.txt;4a4c5396486f14b63506a0823aa874cc275ebcde3e0e41f6c08fc9dc1ce561c1;24288;GLMP-0B671417B9;Ingolstadt;Bayern;Bürgergemeinschaft Ingolstadt;bgi;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/in14bgi.txt
main;in14csu.txt;f5fe026068237258e0a8828ea79e4d0e630d801a4d8125f67eb3c63cc5a869a1;19463;GLMP-1D8E440927;Ingolstadt;Bayern;CSU;csu;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/in14csu.txt
main;in14lin.txt;74fa14ae9c175bc861b9fb78bf1e0b74666eceb997924b9d719aa7efbf096862;20970;GLMP-955BA0432C;Ingolstadt;Bayern;Die Linke;lin;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/in14lin.txt
main;in14fdp.txt;a50271a17db19e7b69d4016cf7685594c304a5fd4f1e1837ca0acf7eed53fb2e;5947;GLMP-CFE8D015A1;Ingolstadt;Bayern;FDP;fdp;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/in14fdp.txt
main;in14fwg.txt;663ee1cacf669f04d37cafa3d206e0a2eab9582da2c77d9cb39a5ae911b56ae9;1364;GLMP-2F3E22A103;Ingolstadt;Bayern;Freie Wähler;fwg;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/in14fwg.txt
main;in14gru.txt;a5ea88aea3a598ba460d5d47977aaee1c3777fd40c7ec64dc05dfd0c41b47aa2;52889;GLMP-86BC3E2CBB;Ingolstadt;Bayern;Grüne;gru;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/in14gru.txt
main;je14bfj.txt;27f468df53d5150abc5a932b19a65b01ac8c87fc4748565d47001d1d74358ace;5562;GLMP-8FE3120EB8;Jena;Thüringen;Bürger für Jena;bfj;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/je14bfj.txt
main;je14cdu.txt;b1c588441fec2a49ce2804dde65b8d15579e0c77f46da1675c07be465bc8965f;25339;GLMP-3EE8CD4634;Jena;Thüringen;CDU;cdu;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/je14cdu.txt
main;je14gut.txt;c5fff2db3a840145ed7ad01f4f3d5466273590b317a95cb60b54e9a45ee0dc3d;19402;GLMP-A13850AF29;Jena;Thüringen;Die Guten;gut;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/je14gut.txt
main;je14lin.txt;bbd6a038ba0cf7f4467a3bf826503c09a1e55288f81b6e7711e80188ce35c8c5;21639;GLMP-C94CEA3078;Jena;Thüringen;Die Linke;lin;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/je14lin.txt
main;je14fdp.txt;b5e34690d463c813d9ced403ce4797752317595ed7f5281ded694a0ec90c9711;59682;GLMP-C641CA8FDF;Jena;Thüringen;FDP;fdp;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/je14fdp.txt
main;je14gru.txt;fc45844069371d1cc7a81d5c3118bc66c92b07d0193caf2d026fc3dae1a8ac66;94756;GLMP-8D15D08020;Jena;Thüringen;Grüne;gru;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/je14gru.txt
main;je14pir.txt;2e5bba4761f000c03e575b82188673a7d6d670725c16d22f3dcbf6b7e9adbae1;51126;GLMP-95A1C65D44;Jena;Thüringen;Piraten;pir;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/je14pir.txt
main;je14spd.txt;842540149a64bfde23f3aabba5d333a9fb9d2f93e687de6a8a12bc8278ba0ebe;59721;GLMP-53422C76FF;Jena;Thüringen;SPD;spd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/je14spd.txt
main;ks14afd.txt;eedbd32cd23c2772e3f365fcd3950a5aea5d21b1e9761d58e3c91ce23160874c;25217;GLMP-D96E6930C4;Karlsruhe;Baden-Württemberg;Alternative für Deutschland;afd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/ks14afd.txt
main;ks14cdu.txt;4bbb45f3326dce1549bec2dd25877b1fc7fc9b51a6f0f650686ade5b2150b66d;24736;GLMP-A0F143D466;Karlsruhe;Baden-Württemberg;CDU;cdu;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/ks14cdu.txt
main;ks14lin.txt;095b2f803961ccb51d4bcc61c9608cf517efa2bd2ff02651660152c9f3f43385;5724;GLMP-85A5875AE8;Karlsruhe;Baden-Württemberg;Die Linke;lin;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/ks14lin.txt
main;ks14par.txt;c33246c96ff33228a3a9801efb41e3862bcfad8263fafce49a5eee0468573ddf;2522;GLMP-309CC75DFA;Karlsruhe;Baden-Württemberg;Die Partei;par;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/ks14par.txt
main;ks14fdp.txt;57fa3c781b1145619bcf6141d4c56a6e77ea4c08949c30296f694247dc752a4c;51987;GLMP-7BA7AABF44;Karlsruhe;Baden-Württemberg;FDP;fdp;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/ks14fdp.txt
main;ks14fwg.txt;71d64ac1d86fa4124ee4c2c9582eea59ee0f5a96806b30430a25d1617fa714df;32653;GLMP-2005B618AA;Karlsruhe;Baden-Württemberg;Freie Wähler;fwg;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/ks14fwg.txt
main;ks14gfk.txt;18802d455055b65c69b0d77c2a6ebfdc53068b93256a7c5f19cd56c24df607e3;6074;GLMP-BEA5F7369B;Karlsruhe;Baden-Württemberg;Gemeinsam für Karlsruhe;gfk;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/ks14gfk.txt
main;ks14gru.txt;8940b1c3f15915ba3ef5867bb2dade64145180c9bae0b1c0d3911e3a97173fc7;233398;GLMP-DA04484BFF;Karlsruhe;Baden-Württemberg;Grüne;gru;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/ks14gru.txt
main;ks14kal.txt;d62fa581c59f8eb719c60342f866faf0390460348820c878f0a7a70c0363baea;92231;GLMP-3802E11059;Karlsruhe;Baden-Württemberg;Karlsruher Liste;kal;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/ks14kal.txt
main;ks14pir.txt;e8e4c859198ef337a9fb29b4bbfe42b2923ed7501e7dfe2798968c85b42c1188;22892;GLMP-82538ADCAD;Karlsruhe;Baden-Württemberg;Piraten;pir;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/ks14pir.txt
main;ks14spd.txt;0b5765c2119f1758c1eaffec243e21967ef2ce04d98ed24d6cd534efa6c0c220;31773;GLMP-093A42CC0E;Karlsruhe;Baden-Württemberg;SPD;spd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/ks14spd.txt
main;kb14afd.txt;8907c1dc413c23e34d946e3c983c8cff4a6a79bc0869c747e701674fb7d2776b;7586;GLMP-71FB57A406;Koblenz;Rheinland-Pfalz;Alternative für Deutschland;afd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/kb14afd.txt
main;kb14biz.txt;e65b218c4bfebc1cd724cfb025dec878b2ce43a138ab1d0d6a60f6a25ec02df4;38267;GLMP-662107E16D;Koblenz;Rheinland-Pfalz;Bürgerinitiative für Koblenz;biz;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/kb14biz.txt
main;kb14cdu.txt;16f0685fa1acdbca6d09e5c0e65be8a6e9f3705acd31f93ea05558c67af5a89a;1696;GLMP-62CFA9AE25;Koblenz;Rheinland-Pfalz;CDU;cdu;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/kb14cdu.txt
main;kb14lin.txt;9b1a96ee97f46d71b7d21f138b8299fe18b24f287a1972be018ce422bc6016e2;6373;GLMP-AE92219431;Koblenz;Rheinland-Pfalz;Die Linke;lin;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/kb14lin.txt
main;kb14fbg.txt;efcbe0d23b9ba8a61e34ff033bdea7d41a2d80751109ee1353a6b3c828daae13;5454;GLMP-75607FF7FC;Koblenz;Rheinland-Pfalz;Freie Bürgergruppe Koblenz;fbg;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/kb14fbg.txt
main;kb14gru.txt;0f877e03b95b71060d2fda1dc7c8bfa971610957862cd22fee966f7d40784ce9;66838;GLMP-3B86B63E15;Koblenz;Rheinland-Pfalz;Grüne;gru;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/kb14gru.txt
main;kb14spd.txt;deeaaf802543e2c25d5d5760b8e98be46b4120ebe0a734cb12b71e7a681ebb19;12780;GLMP-E03F69AA58;Koblenz;Rheinland-Pfalz;SPD;spd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/kb14spd.txt
main;ko14afd.txt;45efe8e20d6f8433d54b5e65eb4641a84a429dbf285aae10465925dd17db7ad5;38550;GLMP-33C0989C9E;Koeln;Nordrhein-Westfalen;Alternative für Deutschland;afd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/ko14afd.txt
main;ko14cdu.txt;2af7eba641aef4944a3f36ca29f6f68fbd93790eccfdbc84f3dbf30c31b8a19b;211487;GLMP-4803A50E0A;Koeln;Nordrhein-Westfalen;CDU;cdu;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/ko14cdu.txt
main;ko14dfr.txt;9a3e2a91a80e56b9dfe7f03f523d123738ebf1dd468ed0025df00e2db693e50f;31442;GLMP-321A09B64A;Koeln;Nordrhein-Westfalen;Deine Freunde;dfr;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/ko14dfr.txt
main;ko14lin.txt;2183c4ab86a99e80fff912b4773a877842a128076e471b238f40939edd4a09a1;223904;GLMP-186FB4FCBB;Koeln;Nordrhein-Westfalen;Die Linke;lin;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/ko14lin.txt
main;ko14fdp.txt;5a8051b0329223808cd57c9e6120d7dd00cf865d0c93eddfeaccd7488acf7753;160201;GLMP-3B60D4D134;Koeln;Nordrhein-Westfalen;FDP;fdp;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/ko14fdp.txt
main;ko14fwg.txt;a6ff51b19c93732770fded9a027677a5478eb7b8c0401fae387993ac186bcd60;25402;GLMP-D9FC08BC0D;Koeln;Nordrhein-Westfalen;Freie Wähler;fwg;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/ko14fwg.txt
main;ko14gru.txt;45629ae6fc75174d7787576fe5d512fe17dec11ee8a9b01eae4ead60fce410da;212831;GLMP-0BE923A4FC;Koeln;Nordrhein-Westfalen;Grüne;gru;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/ko14gru.txt
main;ko14pir.txt;543ead3bbfb0654bc46d586c0ab7a3e80047d14fe32703b5f4471ceec7a7d852;60878;GLMP-FE80EDFA1D;Koeln;Nordrhein-Westfalen;Piraten;pir;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/ko14pir.txt
main;ko14spd.txt;4fef75989374057691d79b749e55e6b2cc82d42739575a24790ecbba50e438d3;186753;GLMP-AC547F7637;Koeln;Nordrhein-Westfalen;SPD;spd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/ko14spd.txt
main;kr14afd.txt;a1eff7dca97294b1f66a8946c25c35d453d69fa71057a5b550653849aa686c3a;9813;GLMP-8EC7DEBDB4;Krefeld;Nordrhein-Westfalen;Alternative für Deutschland;afd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/kr14afd.txt
main;kr14cdu.txt;67e88b315435e53c4889cb33c9a3f21b9bde214ab722a568c63327f3f22f6550;65411;GLMP-7765C91433;Krefeld;Nordrhein-Westfalen;CDU;cdu;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/kr14cdu.txt
main;kr14lin.txt;87e2f933726b750bc0b37b03aa6c448686a04fff2783eaa3144dddbd38b253b1;190922;GLMP-27410EC48C;Krefeld;Nordrhein-Westfalen;Die Linke;lin;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/kr14lin.txt
main;kr14par.txt;1bbdf0691ad9fe47df3250e0b6702b7d2e5577f00b6a80a19dc244946e792be2;2735;GLMP-DE7732F01B;Krefeld;Nordrhein-Westfalen;Die Partei;par;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/kr14par.txt
main;kr14fdp.txt;462254a1ba2d266389b90cceeafffbdfa42981fa7425fe0aa1592a00dd9dc281;86587;GLMP-E8332D28BD;Krefeld;Nordrhein-Westfalen;FDP;fdp;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/kr14fdp.txt
main;kr14gru.txt;e6d251f8a0fc396d0d8da8516340f6938d34a3d551c93c36fb724130f9c996aa;119118;GLMP-70898CEA8E;Krefeld;Nordrhein-Westfalen;Grüne;gru;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/kr14gru.txt
main;kr14spd.txt;dffb8c90a8d02dad359f5f77073021247fab71a4d4c6335fa70db60c7dfa75f8;13216;GLMP-3F856DB2D4;Krefeld;Nordrhein-Westfalen;SPD;spd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/kr14spd.txt
main;kr14uwg.txt;9ec47d1ace090a676cbcb8cacf0837a4a0163b3424b6459888aadb02fb26ac76;29622;GLMP-F3F020A16B;Krefeld;Nordrhein-Westfalen;Unabhängige Wählergemeinschaft (UWG);uwg;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/kr14uwg.txt
main;lp14cdu.txt;84430d94be32c78e407fb3a44690273ab50a1e7faf50e568c64f90f9cd0fa3f4;39430;GLMP-3C4225F24B;Leipzig;Sachsen;CDU;cdu;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/lp14cdu.txt
main;lp14lin.txt;d86f7314651ac293e505af53d69ceaf81661b167e80eb11958ea3c695effe61a;85892;GLMP-A593C2A8F3;Leipzig;Sachsen;Die Linke;lin;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/lp14lin.txt
main;lp14fdp.txt;e154135eea0f41e3d3325bd27c5de0ba45819f6b623526eaa2b011398473f1d2;20261;GLMP-495518959E;Leipzig;Sachsen;FDP;fdp;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/lp14fdp.txt
main;lp14gru.txt;829d68722efce066479cf56cb45c4fa518862bc93ab65e6f6f2961d6b58643f6;151803;GLMP-05AED50235;Leipzig;Sachsen;Grüne;gru;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/lp14gru.txt
main;lp14pir.txt;15d26f093440328ac95b4b64dddc18f346dbc45c5c3b8f64c1f54c9d63d12904;18218;GLMP-1145B3254B;Leipzig;Sachsen;Piraten;pir;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/lp14pir.txt
main;lp14spd.txt;02e3731ef20b9ab924870be19ec5b1f9c47b739ba82c17f5c1f3bc6456dae385;92460;GLMP-99F9290AC4;Leipzig;Sachsen;SPD;spd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/lp14spd.txt
main;le14cdu.txt;c59bda231f11d6a2cae917c93b2e1349aad873e0033866d191b49e5df0adabc9;29301;GLMP-2FC6EA6557;Leverkusen;Nordrhein-Westfalen;CDU;cdu;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/le14cdu.txt
main;le14lin.txt;b4be8ed99a1435d8777cc090afd0944e4d2d714749ce36d77c0565d939f5dfb4;13234;GLMP-25F7BE378B;Leverkusen;Nordrhein-Westfalen;Die Linke;lin;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/le14lin.txt
main;le14fdp.txt;c350ca9b8ad9b887fc6cfc9d905bd65e40f3ab5979b1dbb40a23096933cf3fc7;47514;GLMP-25C712D115;Leverkusen;Nordrhein-Westfalen;FDP;fdp;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/le14fdp.txt
main;le14fwg.txt;1d87ae67373475da303cc93f857e266b5558ea2a5b1e9cc2bf70f6fe49cc95a9;15239;GLMP-FFB3B8DF2D;Leverkusen;Nordrhein-Westfalen;Freie Wähler;fwg;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/le14fwg.txt
main;le14gru.txt;a793602c570c8c8e880a9f464f4e0e829e8984118e33255b01212be78895b742;43402;GLMP-076B7731AA;Leverkusen;Nordrhein-Westfalen;Grüne;gru;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/le14gru.txt
main;le14lev.txt;b4a6b8c10896af12d642f1a266efbe7d5e9b7cd4e6a324d45650ff7c808f0c70;30939;GLMP-1B0F27CF43;Leverkusen;Nordrhein-Westfalen;LEV Partei;lev;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/le14lev.txt
main;le14poo.txt;7edd5e68fd82ea048e4b089bfc2d8959281fbbd662f73fe2a7822dcb02b775af;16622;GLMP-20AAEB0663;Leverkusen;Nordrhein-Westfalen;Opladen Plus;poo;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/le14poo.txt
main;le14pir.txt;1595263316dcada4a375aeed50c0eb42d3b2a27c886a2387c87ac432a5e895b1;83703;GLMP-75854E2E3A;Leverkusen;Nordrhein-Westfalen;Piraten;pir;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/le14pir.txt
main;le14spd.txt;65bdf9fcb83d9545c589b6d4b1fa09d0e565266a271db83bec2c894dd6e62b6e;35184;GLMP-3B8E4AED6E;Leverkusen;Nordrhein-Westfalen;SPD;spd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/le14spd.txt
main;lu14cdu.txt;03c37ec10a4036ac1cfa28e6b77cceb244e0e87b0a11f6d7129304313974031b;26536;GLMP-1CF15E813C;Ludwigshafen am Rhein;Rheinland-Pfalz;CDU;cdu;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/lu14cdu.txt
main;lu14fdp.txt;171134a8557a0d4a25c9922720cffdc0ca8a1a9fdfdaa14bcc66ff641923abaf;28266;GLMP-63FD320693;Ludwigshafen am Rhein;Rheinland-Pfalz;FDP;fdp;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/lu14fdp.txt
main;lu14gru.txt;973199081166c96b9425e3b3ac05408d528f857418f1b32e454cce57d3b609ab;48225;GLMP-8C1416BDFE;Ludwigshafen am Rhein;Rheinland-Pfalz;Grüne;gru;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/lu14gru.txt
main;lu14pir.txt;086876bd4f94d8a3552f738588a0cbf5b8267646da71875ebc16256da90c5c05;19166;GLMP-8A2524A1B1;Ludwigshafen am Rhein;Rheinland-Pfalz;Piraten;pir;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/lu14pir.txt
main;lu14spd.txt;6f6f01602bb90806c1117a93d4ccbde18e4f42dce58a2a3c336e265b525418e8;58831;GLMP-A5021FA1A8;Ludwigshafen am Rhein;Rheinland-Pfalz;SPD;spd;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/lu14spd.txt
main;mb14fut.txt;d106f0009e1d83e104838c961d63130312bab7b3f7afa335a4308f78fc4e979d;18079;GLMP-612F794F26;Magdeburg;Sachsen-Anhalt;???;fut;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/mb14fut.txt
main;mb14bfm.txt;2a3f624dbb8a177f3c4380737e1236c39d9e1404c015d87d61bcca2b8da167d5;37504;GLMP-89041F17C4;Magdeburg;Sachsen-Anhalt;Bund für Magedeburg - Freie Wähler;bfm;2014.0;Kommunalwahlprogramm Gemeinde;Gemeinde;Hauptkorpus: kommunales Wahlprogramm der Gemeinde;manifestos/mb14bfm.txt
