document_id;filename;document_type;program_scope;election_year;content_hash;bytes;source_count;main_file_count;other_file_count
DOC-45f1a8c03b14;lp19fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;45f1a8c03b14ab18a0c1b964fb70b8eca96e91a5da61df50da07f4ef301dce5a;28647;1;1;0
DOC-462254a1ba2d;kr14fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;462254a1ba2d266389b90cceeafffbdfa42981fa7425fe0aa1592a00dd9dc281;86587;1;1;0
DOC-466d446d2901;hd19dhd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;466d446d2901a913a2998d784c730997609b0620f9d20566b7e02bd27539c128;6566;1;1;0
DOC-466ea5633908;ff11fag.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2011.0;466ea563390801d2e2b571fed296ef6936ebcd0b01ce2fdcf07d4670290e7a04;104525;1;1;0
DOC-467a028681ce;re20spd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;467a028681ce14ff14b1127a0777615cba756207a58c21178b37bba945381b36;28252;1;1;0
DOC-469dc04a29f2;Bad Belzig_SPD_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;469dc04a29f2d156693fe492148d526763ed92b33f22b7a53cc4b41635971161;2929;1;1;0
DOC-46c0562fb1d7;Weiskirchen_CDU_2024.txt;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;2024.0;46c0562fb1d7d2ee2f442ecb5c39be659d3e14ea677ebd1c28bfb532ccb4d4a2;17551;2;1;1
DOC-470b0d86a875;ch19prc.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;470b0d86a875873aa7e3ccededc7e24d8b35e4a270f38fdc92001a3c7bf28e16;13334;1;1;0
DOC-4716aacd0a91;po14gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;4716aacd0a917440347d96d0208a9cbaf44a59524d64c0cefc4cea81273e215c;100398;1;1;0
DOC-471f35cd8e7e;Karlsruhe_FDP_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;471f35cd8e7e0df82859070698be26f400603590807f82184dadbcf648cbd506;33156;1;1;0
DOC-4745c021c635;sb19gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;4745c021c6350d9046f42795fbb80afa4defdb5cb67ae44df37e7fb423274cab;49318;1;1;0
DOC-474be1ee399e;Wustermark_FDP_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;474be1ee399e3b59ea55651344874d0a00fe2372c2e7d7d58e7a4e792b0c931c;1282;1;1;0
DOC-4773ca19c71e;ffgpagp.txt;Grundsatzprogramm;übergeordnet;;4773ca19c71eb8f927e4340ac15c1aa0c2ef3d40fc9853aef19b9f2ed144c599;4642;1;1;0
DOC-47e21dffec34;re20cdu.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;47e21dffec34d3b5c4186b9fbb0a5c4d29dbc83be9caaee3c5840375a6949d69;92854;1;1;0
DOC-47e6b58abff0;es20lin.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;47e6b58abff012c6f025447b3b11eabac5cfd48cb130003a23152d9a2af890d9;168467;1;1;0
DOC-48580d3cc0eb;ki18lin.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2018.0;48580d3cc0eb0c496f24d72f36b629cf8773506b46c112b1b67d538c10e1cfb2;113435;1;1;0
DOC-48689d75b5ad;Mannheim_FWG_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;48689d75b5ad7ef1aabeea5825267562a2458186e146f769d52360953eec3166;4160;1;1;0
DOC-486f02bf5400;hm20afd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;486f02bf54005641b02ad71d074722d352f5cc0f00613014dafcc953f7f30745;97408;1;1;0
DOC-488fb4079199;Wallerfangen_Linke_2024.txt;anderes kommunales Wahlprogramm;Land;2024.0;488fb40791990841e8ebf6c4bb61c3be3645940988ba66d83a0d24e23e080c32;5065;2;1;1
DOC-48c2dcf6c471;Alzey_AfD_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;48c2dcf6c4712faddaa4b2bf1fb33adc3d79a0b985e4e9721dc5d4c0aac31f01;16681;1;1;0
DOC-490b24c86015;ki18gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2018.0;490b24c8601547c16f890a3fc109ddf6345462781f23741a4b36670ae16c3dc0;202343;1;1;0
DOC-4911e80343f8;ds20pir.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;4911e80343f8a15c729cd9c2e7241f371166052be6b6dfea57c09fda5d42a768;45153;1;1;0
DOC-49170a2ee6b6;bn14spd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;49170a2ee6b6bac5b3f2f478dc3a743a90d25d1f28c03e869e8900a2460ef817;65788;1;1;0
DOC-491ac074c81e;si14uwg.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;491ac074c81e03747dd6dea4617a484ada291026305ffc2fb1b18c8e956687c4;14143;1;1;0
DOC-491f8cb9c9e6;ne09cdu.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2009.0;491f8cb9c9e68c58357bc0c8d950f741f332a5b01b37e2b225fbcbc20a5e83af;61264;1;1;0
DOC-4933172e7e74;Güstrow_Linke_2024.txt;anderes kommunales Wahlprogramm;Landkreis;2024.0;4933172e7e74799a795abfc625d073b30efe4f2357ac8ca152e3ca9cb1095661;3933;2;1;1
DOC-4938f18fbe18;sa16cdu.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2016.0;4938f18fbe181ce5b6561444625dceea746ad57262c494c22ca944ecb630d278;5722;1;1;0
DOC-49447509816a;dr14cdu.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;49447509816aa515329e909ea0af5e29dd7fe38e88c7a8a2cac65580dcdef7d7;31379;1;1;0
DOC-494bee8d21bd;mo20spd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;494bee8d21bdbaf231b4c78ce79c2205f69c2b28849b3bba9d3252b65705fc05;39224;1;1;0
DOC-497a94063104;ge14spd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;497a940631045fa07618603bb486210712308d2b2a2fed2575302eb584a4a19e;67823;1;1;0
DOC-4996ac043881;pb14fbi.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;4996ac043881c314503bdcfc4f55ef3ab3330e20aeab519c337f7b2a3e631d11;2946;1;1;0
DOC-49a6ac284b50;pb20afd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;49a6ac284b504bc53353e3155f3ff1ce3abd41d291154fec0a1bab474287a048;67237;1;1;0
DOC-49ba329996d7;hm14gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;49ba329996d7a08aba7ed258f82d9a5a8bf0f1503de7c2f22e86ed57fe02e1b7;40863;1;1;0
DOC-49bbf850f415;Bad Kreuznach_AfD_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;49bbf850f415a633faac77465124d59ea163baecdc5adebcdcf07af0575e2944;12571;1;1;0
DOC-49c0580ad117;da11fwg.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2011.0;49c0580ad11736fd9cb44ac4399fe9f4987d491934253e122b6d9564eab4cf78;2908;1;1;0
DOC-49ee404d3e78;ka16spd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2016.0;49ee404d3e78cb2de9f49fe95dd2496e7195c275a0111bf453b5a4e4bb0d438f;41014;1;1;0
DOC-4a23157791dc;ac94spd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;1994.0;4a23157791dc96a7e3544f33efbe755d6df0c852399fb2405e43f0b42c883220;24724;1;1;0
DOC-4a4c5396486f;in14bgi.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;4a4c5396486f14b63506a0823aa874cc275ebcde3e0e41f6c08fc9dc1ce561c1;24288;1;1;0
DOC-4a59e1a96f6e;Worms_Worms will weiter_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;4a59e1a96f6efe492a243599cf534a3acc6481b00f85b197b18d072311df0d80;22215;1;1;0
DOC-4a72f3f0c6b5;da06uff.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2006.0;4a72f3f0c6b57846b259091f05e01cd28b768a81cd43e634ba40b928288fd527;5924;1;1;0
DOC-4ac5ea20dea2;ob20gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;4ac5ea20dea28c9dad36aae6f0fe6124594d27d99aef46866040c86938e707f1;78966;1;1;0
DOC-4ad173001c96;Schwerin_Grüne_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;4ad173001c96c2bc61178c6ae775cc17a5518a632f4491ab88dc9cd908591e8a;70761;1;1;0
DOC-4ad26b9796c1;mh14bub.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;4ad26b9796c1acb2900cadf6e5391d6180014e0f7ee499e624df0319795b161e;36184;1;1;0
DOC-4ae910a35878;do20spd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;4ae910a3587819224feae38a02457ddaccccd82576115946f8cc26a55854f2e1;42291;1;1;0
DOC-4af070901f16;ob14lin.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;4af070901f16590818f68b1a8e7e0716004e8cb292f7a7447c3c824d3607a6d8;65166;1;1;0
DOC-4b0106b894e8;mg20cdu.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;4b0106b894e84dd5b67602094d8f17d30cbb3c28826b4da058b7ae87ae22adee;60483;1;1;0
DOC-4b0f4072c3bd;fr14par.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;4b0f4072c3bd96450a37ad2d5bcd043ea7022f37b8535370d829e340d4cc062e;3407;1;1;0
DOC-4b154535d00b;Ulm_Grüne_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;4b154535d00b0cf29694322cb701d3cc36fd16d8be8b6899963b186d47c81755;2364;1;1;0
DOC-4b4802cfde74;Hohenmölsen_Linke_2024.txt;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;2024.0;4b4802cfde74aefbae491887eb143bc65cff294a0546cbbaff8c0f47ef645c39;12425;2;1;1
DOC-4b6a59854b95;Zossen_CDU_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;4b6a59854b95146ce022b29108288e9866396391a5b775307ec6417450c72ad8;13547;1;1;0
DOC-4bbb45f3326d;ks14cdu.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;4bbb45f3326dce1549bec2dd25877b1fc7fc9b51a6f0f650686ade5b2150b66d;24736;1;1;0
DOC-4bc0a9e0d764;Mannheim_Mannheimer_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;4bc0a9e0d764585d24674c0b9741efe309667633f1b605405c62e3c03232d8ae;4426;1;1;0
DOC-4c0d42fc0b4f;wv11fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2011.0;4c0d42fc0b4f02d1e0635c46ac6f5a1f4bbef467df1fb36436d7e418cf5be3f4;6176;1;1;0
DOC-4c0f83325695;bo20sol.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;4c0f83325695d92e4bdc687d021a901de9db775b4a5df41e4ef707d8564aa7fc;39605;1;1;0
DOC-4c1f3204d151;kr04cdu.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2004.0;4c1f3204d151dc274f0738604a1b0396963e1b6631181687563225dcae432a60;75679;1;1;0
DOC-4c2b3bf154a6;ol16afd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2016.0;4c2b3bf154a66bd6d1f67bc6bac478f813b8ea587f4b68bad3e0e4b05675f74f;51303;1;1;0
DOC-4c431b5a3c8a;Oberthal_SPD_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;4c431b5a3c8a9dcd5fc8c7d1507a6b238633f3a268437730577371144019d991;545;1;1;0
DOC-4c8443316f8c;ch14pro.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;4c8443316f8ccacbb76e5c258f123bc06910b268665828f93ff80fa6ac782240;13377;1;1;0
DOC-4cb2346a5b35;Fürstenberg (Havel)_Linke_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;4cb2346a5b35527448a1745688f672f02759027c9da30506bdb8158e1fa0f0ec;13121;1;1;0
DOC-4d03bbc8eb78;Friedrichshafen_FDP_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;4d03bbc8eb7857f8e193ec1fb04916f59025ca75d9e7ef0e15d58cb0ad50ce04;40651;1;1;0
DOC-4d190a1ac683;ul19lin.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;4d190a1ac683a5c208b9d0d84ab3a7bd0ba700665adaee79a04b34ac1e92bbc1;31429;1;1;0
DOC-4d21cfb70f72;Chemnitz_SPD_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;4d21cfb70f7208ae56d589477226bd0d3ce78555738937940a8567cfbf6ea319;86533;1;1;0
DOC-4d301713d785;bh19fwg.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;4d301713d785004a5a2587ff90d26a2be308e7b5c8ea6e92b5668090f4da15bd;45119;1;1;0
DOC-4d4b709f64e8;ff11gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2011.0;4d4b709f64e8060199156757d08c0c289e65eb5c561ef5960a5c2f1c6c92e5a4;189465;1;1;0
DOC-4d593e89a34d;Stralsund_CDU_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;4d593e89a34dc2d971b19738eac1d727d3eb1397429468b08a6cdf665634429b;44624;1;1;0
DOC-4d68d04c7956;Stuttgart_SÖS_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;4d68d04c79560ca43bece0d8be0e76d8c0b39cd6d11ff300c2c2338aeb51cb05;40210;1;1;0
DOC-4d790188360f;bo99fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;1999.0;4d790188360f6be2ecab5e12458d19a25faba3bae9b4ff22fc8f002027a5eb1c;17511;1;1;0
DOC-4db0ddb658a5;Plau am See_WLD_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;4db0ddb658a58482973bb04840adc77e16a83a6bc7c72bbb364a6fa32d5dc7f9;2380;1;1;0
DOC-4dcbe3634183;do20lin.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;4dcbe363418389ea416a7744a51a16cb4d92f1dc398ff4a218b0803459197b3a;152279;1;1;0
DOC-4dcc896d2287;si14spd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;4dcc896d228739d451f0a14e8a5f1ff7aed653853ddb96f4f959f431787cff7f;10410;1;1;0
DOC-4de1cd636f38;dr14par.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;4de1cd636f386080713efaf72d9dbccf0a04b8ca7f891c1fc8596b906d5dd9ad;1810;1;1;0
DOC-4e2292909292;Kandern_FWG_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;4e229290929209212aa6e1157dd828ca71343c1d763873673d1af86a355ad397;3436;1;1;0
DOC-4e2666ab4aad;sa11spd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2011.0;4e2666ab4aad842d2b84a85182643ab145df2e497ffa02b953a52f3a4ad5b509;50097;1;1;0
DOC-4e30dd3b5854;bh19biw.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;4e30dd3b58544a30b874fa2039ebae865a3348eb0b05799ba5a058b2b8ec72a9;55572;1;1;0
DOC-4e465993248b;Dresden_Volt_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;4e465993248b1cb91a7acc9eee8f071f7480cb6a6c1f495503f32828add88a3a;112410;1;1;0
DOC-4e6ffd973733;bo14lin.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;4e6ffd973733ff5b7afd01b5fb99376f2d38d31bf8cb8cba67658b4ad6e3ada7;147784;1;1;0
DOC-4e7fc96b6cc5;ge20par.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;4e7fc96b6cc53f6460609008b7567b5af995860edfea8c27a68f0d8bc97cf08f;4494;1;1;0
DOC-4ec174da3f7c;Wallerfangen_FWG_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;4ec174da3f7c13d20bc64994f9bb61915442e92bf2975e504ac3932c4cbf5669;4944;1;1;0
DOC-4eda5008a520;Bad Kreuznach_SPD_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;4eda5008a520cf91de0f83dc60e4a6b310c3e53649b7aa18aa9431c20780e613;34342;1;1;0
DOC-4ee195f4395e;tr19cdu.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;4ee195f4395eee0762d6b0e3f5f249da7245062fd39c282ec1b454d944b4f1e1;25309;1;1;0
DOC-4eec0febdc5d;hm14cdu.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;4eec0febdc5dcfb3ede450a5ae001109c4b304749c4d15a0e2fd852fe2006773;35037;1;1;0
DOC-4ef43dd9b3e3;ds14cdu.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;4ef43dd9b3e304784d141141551514b48ede843ced19cf0f4dc46eae10b66af5;67414;1;1;0
DOC-4f0c40e43ce1;bo20uwg.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;4f0c40e43ce1e041201d888aef06cff6bb655b157bb5a3885ad6d72f99259d40;37202;1;1;0
DOC-4f36f3b3493c;tr19afd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;4f36f3b3493c22a0354045f4d0fc8fcb903882b150bc160b26c327a9e0754804;29340;1;1;0
DOC-4f4b8be29272;le09cdu.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2009.0;4f4b8be2927293f7e4d4d0a187808559ec5fc7888f57fcbf18025fce41ceeedc;21406;1;1;0
DOC-4f667969f84c;Chemnitz_BBS_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;4f667969f84c52b0467d15ebc2869598e9c01a77e250bd71c43001de467d3824;8864;1;1;0
DOC-4f743a4e52f9;Laage_CDU_2024.txt;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;2024.0;4f743a4e52f955f6b16ac1c4a93940daf1309b9f508b14d2d7d9980fab447b13;6881;2;1;1
DOC-4fcada90464b;Lingenfeld_Grüne_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;4fcada90464b8e00e2ae43ee7cf83b453e25a8eea74a04e6e1de2d20de075ddf;14179;1;1;0
DOC-4fd36944cf97;Heidenheim an der Brenz_FWG_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;4fd36944cf973dba80a2bd0db95b978e0cb0e5d1a0370a77cafed7daad38741b;1817;1;1;0
DOC-4fef75989374;ko14spd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;4fef75989374057691d79b749e55e6b2cc82d42739575a24790ecbba50e438d3;186753;1;1;0
DOC-5059ffb5d15c;mo14spd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;5059ffb5d15c9824ab72a187d94fbebe4190574249dffef4eb85237ffac04bd8;39409;1;1;0
DOC-50bb243f75c5;Offenburg_SPD_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;50bb243f75c5f8c3cbbfad1880cdc3f593e447e423663546e3c1ebc798e50ed0;1653;1;1;0
DOC-50bbf4f8e295;nu20gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;50bbf4f8e295759b57a053575addcc6370ef049c23ce6cb6589ff44e9837038f;136646;1;1;0
DOC-50c072825043;Laage_FDP_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;50c072825043c4002e3cb7f573366c48efb9bba3bfd731851f5e138c40129c2f;3860;1;1;0
DOC-51067eb4c105;do20gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;51067eb4c10553c0793ba93d592e5405de71a668a1ec05ac87d2e04f9c44895f;298550;1;1;0
DOC-510ea874505b;Waren (Müritz)_FDP_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;510ea874505b62733d14b8978b3ee9616a95262bf8daf5715610dcdc0776ffd3;2662;1;1;0
DOC-5136cb632c5d;ms14gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;5136cb632c5d7ed8f009d696299216e6dbf2d009d523f0658da3096a5923b626;178865;1;1;0
DOC-514133004044;em11fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2011.0;514133004044a7870abf56ba30ac851f307f1f0c9669ef8c3c8df7cdfac42042;20569;1;1;0
DOC-51449e8e184c;rg20gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;51449e8e184c69723712f8333129c84abb59f275a6c5b29c95a06e6cba8e8b99;85671;1;1;0
DOC-51962ec79d92;co19afd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;51962ec79d92cebbdb91639c89d593636b7876f58781699123d9c160b401df14;24464;1;1;0
DOC-51b1344ba159;co14lin.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;51b1344ba159e3efd00cb576d8cb47a147aba16b672eb2008d53318a77357c9a;14755;1;1;0
DOC-51c6eacce4d1;of97gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;1997.0;51c6eacce4d18698ae4dd4955902e96ab1b7515c76fd0619005dfbef49daa721;62434;1;1;0
DOC-51c78001d6a1;le09fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2009.0;51c78001d6a14afa4efe9239d164b0199240753f409ad823d03a1275b298a793;39627;1;1;0
DOC-51d5cec1f41d;au20gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;51d5cec1f41dfb1ccaa43fe67ddf249fdd3e568a16705f4ca4ba1a6108a9a617;215961;1;1;0
DOC-51dcc9062d3c;mb14fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;51dcc9062d3c3573f6b5dee2160cb5db53fe401c3c1728d295051a28f322b0fa;60375;1;1;0
DOC-51f12cb29797;Seelow_Linke_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;51f12cb297975a882ebc9a46802cb2189c7fa3f95ad5018a0ece421892375b1b;2197;1;1;0
DOC-5266854a5a57;pb14dip.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;5266854a5a57c5026ff47bdc1a44bb4c010da8d721f6d7ac0e5db85e3f2fa4f3;18890;1;1;0
DOC-5283dcbca505;Ebersbach-Neugersdorf_Linke_2024.txt;anderes kommunales Wahlprogramm;Landkreis;2024.0;5283dcbca5055b476a48c37697e76007956f74cd1667ed2d135be57751bef6a5;7108;2;1;1
DOC-529451db76a7;Erfurt_Piraten und ÖDP_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;529451db76a7920367c8c9d8a6ed7b4eb976934ad775d487bd5faae6e1473fd5;9191;1;1;0
DOC-531f928bb653;du20afd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;531f928bb6532a8f4f2192902da4f4476f54edea8ffb218d9b1512a9e14d61ce;31849;1;1;0
DOC-5325505ab3a6;Heilbronn_Linke_2024.txt;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;2024.0;5325505ab3a68302e1907ba8b22c56036fba5ae53ccb8b3905e91249c82ef10b;32791;2;1;1
DOC-5364a5240d70;Jena_SPD_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;5364a5240d7007e260552293ea85dc49981cade4ed07b1e36a1a0f93dd42f035;75345;1;1;0
DOC-5387790fd8c3;mo09fbg.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2009.0;5387790fd8c34e48d2fcdbe5338fa0d246bd75e8589195fdc7df6d3c1943fda2;28459;1;1;0
DOC-53a48d60f016;sg14fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;53a48d60f01657f91f044b819eff525b4c096d48ffdc30e129847da851afd500;46526;1;1;0
DOC-53bbb5d96579;Frankfurt (Oder)_FDP_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;53bbb5d96579eeefac23189dbca242b363cab69f7be361bb2c14385cc5c40e8e;30103;1;1;0
DOC-53d13c3f183d;Wörth am Rhein_CDU_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;53d13c3f183db821c606eb2a4e4464a3acc5138a2716aaf1dff795e03c2ac888;15056;1;1;0
DOC-53ea15409a8a;st19fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;53ea15409a8a5a7083d7f16b3c722234657669d1a737189bd207261bc74f030a;37620;1;1;0
DOC-53fd2f668700;Sömmerda_BIS_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;53fd2f6687000e520c58b8e19912e55a669ef8ee530cc0df26d016aa556160ab;2359;1;1;0
DOC-54140f80b302;Zerbst_AfD_2024.txt;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;2024.0;54140f80b3029d79b8ba9c886bd99988b482ad1e444fcd7384703cba6c0247e6;22508;2;1;1
DOC-543ead3bbfb0;ko14pir.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;543ead3bbfb0654bc46d586c0ab7a3e80047d14fe32703b5f4471ceec7a7d852;60878;1;1;0
DOC-54422068eb18;Sundhagen_CDU_2024.txt;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;2024.0;54422068eb189e6eb084047880b444b66674d5376f394b2f42686f1b418c6f21;11675;2;1;1
DOC-5466804ced54;Forst (Lausitz)_CDU_2024.txt;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;2024.0;5466804ced544191a670f21cd0bec94fe1d2beca9b9b2bf6aa13f737869185b2;17091;2;1;1
DOC-5498bee8d3f3;br15pir.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2015.0;5498bee8d3f3a8b9fb927972335ef28baf587765d23160d61bdf4b74e5766541;107608;1;1;0
DOC-54a2f4dd9e2d;Stuttgart_Linke_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;54a2f4dd9e2d6ccfbe2b7ca9432d3f3b0944a131723a5fbfa5dc002795e0e68b;7823;1;1;0
DOC-54d0e4ad4051;Stralsund_FDP_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;54d0e4ad40519ce8ebaa747c755e415d2c566cfee288bcaef4e299e244b65d1e;20605;1;1;0
DOC-54e404a3163e;Konstanz_JFK_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;54e404a3163e265ad3df8760d39e46c29ec7bc59b757d4e02019c02f4d85381c;56635;1;1;0
DOC-54e8a7f4e0fb;ha09fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2009.0;54e8a7f4e0fb303be1f39b7d064a67a037eb5b10917c67bac748065136a69b25;27681;1;1;0
DOC-54f17a8f1845;st19tsp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;54f17a8f1845872c804dadd7cbe718cc28ccd1920d774845e522c75ea5e649f8;3206;1;1;0
DOC-550f1b4491c4;Bad Kreuznach_PBK_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;550f1b4491c47053a826f80f89060ef7b5401a70414b954e0889be7dad0bfe96;50309;1;1;0
