document_id;filename;document_type;program_scope;election_year;content_hash;bytes;source_count;main_file_count;other_file_count
DOC-90328c100b6d;bn14pir.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;90328c100b6d69c6c0936a9b84d43bb95c5f782a66e846a57ee00122c2b3919c;50088;1;1;0
DOC-904493d5dfda;Weimar_Weimarwerk_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;904493d5dfdad24632ba206fa30b0a9be8062d4c90031e1b079c8b53f0052bc0;13723;1;1;0
DOC-904acce393ad;Güstrow_SPD_2024.txt;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;2024.0;904acce393ad0e3153173ff02f2b39e888f396587cf009cb1283ccab899aa566;33821;2;1;1
DOC-906ff23a0844;ka06gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2006.0;906ff23a084417af1178452d85b1b64f587cdc3b5bd26eedb578a53c4ca48624;170816;1;1;0
DOC-908d67a05c56;Magdeburg_FDP_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;908d67a05c5641f99b44ac722af3856fadcb2237de0c1623318752994ce5d454;61133;1;1;0
DOC-909f561f240f;hm20fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;909f561f240ff322ffa2f7f27e0a5036b4a9a3162cda58aa9f7865d97f53d053;37065;1;1;0
DOC-90ae4ce4eab7;Sindelfingen_FDP_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;90ae4ce4eab75721c871c5dc8fa3d617f37f3e69850d374ad510dbaf824a2fa9;84479;1;1;0
DOC-90aecb6427b6;Schwäbisch Gmünd_Grüne_2024.txt;anderes kommunales Wahlprogramm;Landkreis;2024.0;90aecb6427b6eb8d9f0e6e1b7dca075427fe41b327eda343f8fd88d3e652e6d7;62543;2;1;1
DOC-90cc21f99cda;wu20spd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;90cc21f99cda40fbb099f74094868280a69e569f7b93a86e9b441ea68b87ad64;120458;1;1;0
DOC-91216f0b1069;Pulsnitz_Grüne_2024.txt;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;2024.0;91216f0b1069963245f5040d75019583405ff3553ab3868bf9bd41460d9ee819;29548;2;1;1
DOC-9125150c1227;st19fli.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;9125150c122717bf2d8aba35840d4cfac52662df881b03be4385a86d664d4445;1980;1;1;0
DOC-913b206b06bf;Brieselang_FDP_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;913b206b06bf829628bef84a1503aab0c48705d1e25292bcd8bd76dfceb4bbf3;18832;1;1;0
DOC-915e06e9f88d;go16spd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2016.0;915e06e9f88d7ad5e18c8604fc86ea588db1bfc637447012fcffe690b31d3dbb;107626;1;1;0
DOC-916e8548018c;po19cdu.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;916e8548018c60e4399e8e504ff782e80573fd0e68e0bbe5ec8f4bf0078a6b30;16005;1;1;0
DOC-919151c6a2fa;bh15cdu.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2015.0;919151c6a2fa2a9b49b506ffecfb5b141618d82ab2ae52460e909ef9d544ce21;31542;1;1;0
DOC-91fc2e07cc0f;Falkensee_AfD_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;91fc2e07cc0f479b149ea6deac031c83ebd569bfc9967683d4b6357cacec1b5d;16142;1;1;0
DOC-920de16da91f;si20spd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;920de16da91f353d3afce6129cb7a395e41b312f2697a02320fa0ac01a222951;67381;1;1;0
DOC-9237c2a2db4d;ge20spd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;9237c2a2db4d9eafc0660e8dff40d00488bdf707cff9cdb31abbe59802b0b5d6;122518;1;1;0
DOC-925c6d328c78;dr19pir.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;925c6d328c7870b2c252919029b160bb95a313ff7ab17ee07750738f63e16192;54992;1;1;0
DOC-927aad152f0c;bn14fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;927aad152f0ccaf50f2899776f58d0230096820dc1f269eeeb044b868cbbd196;69901;1;1;0
DOC-9283e2bb5556;wu09lin.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2009.0;9283e2bb555669c42f235b1ded928dbcf0def467af5f63e99bfa032a31568315;64474;1;1;0
DOC-929753ed01b1;ma14fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;929753ed01b16a21f37f73ab15d23978d79f0913420de19773201c40a2ede1f8;98382;1;1;0
DOC-92c17841a831;Weißenfels_Linke_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;92c17841a8313b1c2bf5b95cab985dd3b530819b7c51e432e9db019a15d2e3f2;12409;1;1;0
DOC-92d04e961203;bt20fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;92d04e961203377b1c3b1566b8595e606444774c1f684ca7af56f482fa29d79b;70014;1;1;0
DOC-93055f620b3d;Dessau-Roßlau_Linke_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;93055f620b3de650769ac3fb88ff72b49f507e1fcdc4815b452b7701c6b23b95;32679;1;1;0
DOC-935647fec3e3;le20lpp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;935647fec3e3e93af0530646dba71c35f2bf6ae4b789f226b8d30a3c7735574e;143681;1;1;0
DOC-935fa0917407;Haßloch_FDP_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;935fa0917407d63b996f5cc5279a04aabfe750cf0947685481f432ff30f36fca;8471;1;1;0
DOC-93a2fc8afc2f;ma19gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;93a2fc8afc2ff247b4b3967a8f6d70bb70c1bdd94b5dc8de8dfef641cbe9ce27;166583;1;1;0
DOC-93a880bf1458;bn09gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2009.0;93a880bf14586516eee2d58a5f8fb6bf3c3a845175a6ebca05c7169a7190e591;225728;1;1;0
DOC-93ef53c824c5;bs11fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2011.0;93ef53c824c5baa79723bb9502ca54f4492b9f0f64ee00c600599e2381437316;70362;1;1;0
DOC-940477e0cde0;Dornburg-Camburg_Bündnis Ehrenamt_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;940477e0cde0f90212915acd52984972315c02982aad28526d4034362d559ca7;515;1;1;0
DOC-943b8321acb1;ne20gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;943b8321acb1110a3a3ad0bf96dd74208c3a33a1e5529af6922abc4996dc5846;75101;1;1;0
DOC-943ea244e97f;re09gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2009.0;943ea244e97f56627e768be107400799b2c60e952f8114f95826338ff7e27c4d;56139;1;1;0
DOC-9442a25b3c4f;Halle (Saale)_FDP_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;9442a25b3c4f981c458f65a10a1e21f6abf184f832a59a76370e4e04ff37ca55;27737;1;1;0
DOC-948c6286e1a2;Weimar_SPD_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;948c6286e1a216b9ea77e998b9aba01dc9c3d6569138d6f157888934d08f6f49;44099;1;1;0
DOC-949f87cbdc16;Bad Schönborn_FWG_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;949f87cbdc16a0c17eb9f12ad130ec51b1827f401fcf6c57330f6fd99401a6b0;7901;1;1;0
DOC-94a2e231b9fe;hl14mit.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;94a2e231b9fe3cfe1406a8d0ccb19fd705342775b14ce31b3e3607d7d1155d51;19358;1;1;0
DOC-94c9a2e7add9;st19odp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;94c9a2e7add99896f096b2b2d5b1a593e1750f866f36b31240b56cf55f4e8723;67603;1;1;0
DOC-94cfce418883;es20dkp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;94cfce41888317f506753f952523974098caa2e4aa32f18dc34964b7cbdf7a75;32468;1;1;0
DOC-94eab2a471f0;hm14lin.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;94eab2a471f05393adc3a2fab7701718f1978f251f16b4425409b61e40feb63a;21864;1;1;0
DOC-94ebe6cf843b;da97die.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;1997.0;94ebe6cf843b2bc055ad38144cd1833c683df4c80066af0e51d5a308caf10bc4;2187;1;1;0
DOC-94ee991e2c35;au20odp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;94ee991e2c350defdc283bc20b8d63452b1523801032a37a94c09a391f10ecf1;11363;1;1;0
DOC-95259387f629;of16fwg.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2016.0;95259387f6290174476d334deb7f597ad5345b1538a97fe1ab2bf4ff921dcbb1;41234;1;1;0
DOC-953562da6f49;hd19afd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;953562da6f496be5f0fa8e1401c8f77a3fac4b84ec7e4d94cc0c784a9c74d790;49213;1;1;0
DOC-953a7023c22a;Reutlingen_SPD_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;953a7023c22a5e754e339854ebf74ae6621c7ce8e1e2566a859b9f0ef7b3e9bb;20122;1;1;0
DOC-95626c37f3df;sa16afd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2016.0;95626c37f3df02a055451d3065a99416f04a88ddfb82b2e2e6fb99652ec4cad9;19368;1;1;0
DOC-956f64be0701;ms20spd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;956f64be0701e6a36f054dd2525e4a7332034c278a548e5d3104f14233e86a6b;97708;1;1;0
DOC-9573c0eee447;Dresden_Freie Bürger Dresden_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;9573c0eee4479b5979a09e0579ec722ac3a88ecb0732fe14e11f9b2ae9be4ee9;1518;1;1;0
DOC-95ba22e9b6a9;Sonneberg_PRO SON_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;95ba22e9b6a9d1dc6e361c061b3238998cee70a3adfa50e691f3bf85c15c4bb3;9113;1;1;0
DOC-95d3d8faafed;si09gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2009.0;95d3d8faafedc90f7f5ba11535b9842890d9250b01a36d9652678e177c97fde9;69074;1;1;0
DOC-95e5a4bff3c3;Jena_Linke_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;95e5a4bff3c340fe7e8a8278d8e43438e1c6bbcbffeb0766c6fcb7b4244381b7;32115;1;1;0
DOC-95eba789c504;ha09gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2009.0;95eba789c504a4c448c237b4f75b89b89ab0dbbc7ea9877157fb484706a74f5a;102956;1;1;0
DOC-96119d36cb25;mu08gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2008.0;96119d36cb25787545b2a639d142b952c12aa911996bee73ce5d4ddff1e236d4;83689;1;1;0
DOC-962072ef205c;Pforzheim_Grüne Liste_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;962072ef205c7e5367cbe1d6d4c36faac253ff0e60ac36cea17587e86f12832d;4460;1;1;0
DOC-9642e808c7fc;Frankenblick_CDU_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;9642e808c7fc112ac8e91b80743b25ec11437e29d62b7272741e5a161487c7e9;1791;1;1;0
DOC-9658e610b144;fu14spd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;9658e610b1449ea6a5a668486ef1caccbde98e19e75b283b245d953a2c5db27b;51179;1;1;0
DOC-9667b6e029e1;lb13lin.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2013.0;9667b6e029e1061428eeee22bee9cdfd2096b2a3caa3928dcd7ca2bf1b947ca6;56761;1;1;0
DOC-966bade50396;fu20fwg.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;966bade503963e5ffd33c1d99eafdb4eec57c5a12cb7baaab350e27587009cd0;4085;1;1;0
DOC-967c9558b00e;mh14pir.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;967c9558b00e4ae83180282c9772785967496ef744c601081536d548a831ec73;51569;1;1;0
DOC-96d6ed0e90c1;du14fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;96d6ed0e90c169851a454867600b89881c3d8402cda2d51342e203d6d88f16c6;124424;1;1;0
DOC-96e0687254cc;rs14cdu.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;96e0687254cce102e16b204ec109a6769d393edc132d87ca028b143fb1d205c5;44895;1;1;0
DOC-96e5982584eb;Rochlitz_RGG_2024.txt;anderes kommunales Wahlprogramm;Gemeinde;2024.0;96e5982584eb7b9093406348879298e78106c4b8d3f5dd643b0f7ca46e858a64;4837;2;1;1
DOC-96ef67c20097;Freiburg im Breisgau_Die Partei_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;96ef67c20097568d957240e80ceee1e792b03bf2f9dbdd1ffc020d90c5ca2f53;4358;1;1;0
DOC-97065ba26f53;ff11pir.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2011.0;97065ba26f53f2fb67d90c22873d1cf849a92c5c7ab8f792b03a2a2ff63e6521;30692;1;1;0
DOC-9708ce3dae7b;Sindelfingen_Grüne_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;9708ce3dae7b61ee89cbc45141cc14643823ef48aa8e8b7ac9f16a2aeaabfb8f;853;1;1;0
DOC-972853e07274;Baden-Baden_Grüne_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;972853e072742989cb90bec25f146ea7221aa99bc85e72881428ade333db6a98;5980;1;1;0
DOC-9728d19d8bde;Dresden_FWG_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;9728d19d8bde3ec5ce396731fe7d4733a67cf4ad0302c4ca0bcef633e9562ba3;4205;1;1;0
DOC-973199081166;lu14gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;973199081166c96b9425e3b3ac05408d528f857418f1b32e454cce57d3b609ab;48225;1;1;0
DOC-975447e0c546;Bad Lausick_SPD_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;975447e0c546a83981c921a9fd36eecb648ddee67e9bb5e462d0350cf0802597;19798;1;1;0
DOC-975fdd834be2;tr14fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;975fdd834be24b4e0e4a0ef6ad99ed5a897a6bfbfa6ed1a9bca464e8ce12e821;42620;1;1;0
DOC-976a32b27531;Riegelsberg_Linke_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;976a32b27531ba1c1235c2f0bb07af41776dbaca285e7e6467ff00e36ee55cf1;1122;1;1;0
DOC-976cb15db794;Laage_SPD_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;976cb15db794fabcc19d172edc6dde5591fb69d371f34bcac8fca49252bf0e91;1121;1;1;0
DOC-97800aff461c;co19lin.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;97800aff461ceceb48dbd1428177f652c8c8c70456d9ad23e771f8283316bf00;19198;1;1;0
DOC-97b6334f9a26;Bützow_SPD_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;97b6334f9a2668ddfd6803020e0656a52afd24c05152fd4272bd223d290d8083;10476;1;1;0
DOC-97b8ea60e5ca;bt20lin.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;97b8ea60e5cab3c8bbac19609205c7bbc0a13c1f1f89748e2c363d550ba86d25;78212;1;1;0
DOC-97cfc0322d1a;Neustadt an der Weinstraße_FWG_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;97cfc0322d1a147c92758b82acfba4f0ab1c8cd34ecc8dc040ac7ae3a202a05b;58602;1;1;0
DOC-97f58380b9d8;si14lin.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;97f58380b9d841815fa527042bba8a61d798ec9cc85a5243dd70990cb7dda2b4;37559;1;1;0
DOC-97ff4be565a3;Mannheim_Linke_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;97ff4be565a366ee047c2cfb3610206e0059db84c0dcd9807a1cfa821f37d0e3;200180;1;1;0
DOC-97ff73788dce;Mannheim_CDU_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;97ff73788dce314ffa0c789500633205a18f80ff8852adde1ac534a92714f282;27420;1;1;0
DOC-981584dc3720;Pößneck_Bündnis für Pößneck_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;981584dc3720ade7b77a3d2e9641f7957ba9a15533ebe7c152d69fc89c54ea69;1454;1;1;0
DOC-98279ad28dc3;Esslingen am Neckar_FWG_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;98279ad28dc3ae3bf20fd8e8cf758b19b40d23aa7b76637f6d516edfeed52c42;9127;1;1;0
DOC-9827a0eb623e;Großröhrsdorf_FWG_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;9827a0eb623e01c70e124d2b3c2c7190dfee312e658198cfefa1ba4eb637039f;1958;1;1;0
DOC-984576f4c78d;fu20gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;984576f4c78d24c0d393f52b04888b5eeefe141770489bfc547803048ebcfed5;83541;1;1;0
DOC-98591e8f89b2;bg14spd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;98591e8f89b27a23a60fd4c86a231a715984853c6934a5d04a2b413ff305c8af;3817;1;1;0
DOC-985ba24e6d95;Waiblingen_Grüne_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;985ba24e6d9501e924d7ead3831c76e7934eef98bd486b7a853e604be2b2fd2e;8312;1;1;0
DOC-985f5ed13d48;ka11gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2011.0;985f5ed13d4874a3a231cce5e259c27127e7ab7548c0805b86daad3a3c3175b3;146818;1;1;0
DOC-988e1e3b0c0e;bg09gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2009.0;988e1e3b0c0ed9a377f4752a1e46d2a883161f936edad7b1e7fd287f9dfbcb25;79508;1;1;0
DOC-98a7d0cde528;bg20gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;98a7d0cde528ff17933b6841bd1099cbd4d9422bd770d002e7f39fcd218e74a9;69475;1;1;0
DOC-98bb384eecea;lp19spd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;98bb384eecea60383268dbf06287e9ad0eec7f5370d1efce632e066f5a8d5a60;119788;1;1;0
DOC-98dff847432d;Staßfurt_Unabhängige Bürgervertretung Staßfurt_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;98dff847432dc570463cd5ee6102277e84123f72cd4ca101c11f9dba6ed8a9fc;2128;1;1;0
DOC-98e40cc3c989;du14cdu.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;98e40cc3c989f3af51e4de47011a848f91ce2b8107d0189241689bd5f833d075;49531;1;1;0
DOC-98f193a65d01;wz14zfw.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;98f193a65d01517b43c82486a8a4d885d3f99cf3fd538469cdaf8b61196f07ac;11733;1;1;0
DOC-992e35ae3c90;bo04cdu.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2004.0;992e35ae3c907792622503fbdc87bbb83ce43cb2bff3a8c4cb12eb2eb1fe46be;102899;1;1;0
DOC-9980855cd1d3;Großröhrsdorf_SPD_2024.txt;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;2024.0;9980855cd1d32502462acfcbd6500937387b746af4d8fd9c1c58c60e8ccd1abf;10697;2;1;1
DOC-99c14348f650;Sindelfingen_SPD_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;99c14348f65087c37fe114925a189da97a1c865a5ef1fdbec2feb78bfcb60773;47264;1;1;0
DOC-99d3428dfe46;Esslingen am Neckar_FDP_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;99d3428dfe46c8a2d132d6a83ccc6a1776c6131605f39de36e06962997b0f17e;3021;1;1;0
DOC-99e32ae69c4f;au20afd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;99e32ae69c4f982a94a96bca651577dc4319969eb3b83391975e5b8d059b6747;65722;2;2;0
DOC-9a0ffdc4959e;Nieder-Olm_SPD_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;9a0ffdc4959e50ab7e015c85ed0b218006edacbbeaa13fd3eb3f51e26547d44f;801;1;1;0
DOC-9a1013b4da8d;bo14cdu.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;9a1013b4da8da33d32e514d1ff4fde417addf74e4c9dd5a297c1a1013a74638f;32424;1;1;0
DOC-9a28851b56cb;le20fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;9a28851b56cb9d2f43e825a98ccb2e232ec1903b1eaf6a335cb4f56ee0e9244f;107682;1;1;0
DOC-9a3e2a91a80e;ko14dfr.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;9a3e2a91a80e56b9dfe7f03f523d123738ebf1dd468ed0025df00e2db693e50f;31442;1;1;0
DOC-9a574d8a2e9b;mu20par.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;9a574d8a2e9b830d464c3728da4cb14286801cee3e99b8179e7ad9c5ac436792;11466;1;1;0
DOC-9a67d98d8b86;re20fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;9a67d98d8b86932db72889600e66d488b8dffda3d15dff23b37fd63c0c6b9916;36732;1;1;0
DOC-9aaabb1cd86b;pb20fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;9aaabb1cd86be92e34040a3496ead5c158dae9473bf0c391110254bc0836706e;32934;1;1;0
DOC-9aadc52e99dd;Rochlitz_Linke_2024.txt;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;2024.0;9aadc52e99dd48ed1881ca58774e881f6109a831011b8f702627de80a2b5b639;27517;2;1;1
DOC-9aae5f1922ab;po19dia.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;9aae5f1922abd4571a3c3ffb2960816cc53724ba6f0d52579ba8b3926cfa8ac7;65825;1;1;0
DOC-9ad37c28b16e;Lahnstein_SPD_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;9ad37c28b16eed741f33bc99fc3dab283462c75065a913b51394564012bd31c8;18823;1;1;0
DOC-9aebb06d73d9;ki18ssw.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2018.0;9aebb06d73d9bd66bea143ef5078924f1143ab7e5d51dffc86afaa08ec8d5053;10639;1;1;0
DOC-9b1a96ee97f4;kb14lin.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;9b1a96ee97f46d71b7d21f138b8299fe18b24f287a1972be018ce422bc6016e2;6373;1;1;0
DOC-9b28bcefac07;dr19fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;9b28bcefac07dd43e396f061be575fefa8dffd79426cf864e9ea7adb40f02c74;64612;1;1;0
DOC-9b300acaf0d8;lu19fwg.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;9b300acaf0d8e89f0d78d86970ea9563f6f4bc10c92ab94b5414a3f550383ac1;6713;1;1;0
DOC-9b381556b3dc;Freiburg im Breisgau_Grüne_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;9b381556b3dc5d2c024c72f496f6d6beacacc151c1e3ba79a5cc281d484bb437;120388;1;1;0
DOC-9b72be1dc6b7;hm09gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2009.0;9b72be1dc6b7b5a8433822ac803c99f62fe2213ef93db475756fb8c2cadf9e7f;96544;1;1;0
DOC-9bb842d1b2f6;Sindelfingen_Linke_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;9bb842d1b2f66522e429224d1d1ccbcd9a70ccf00d2bc68a8d18353f6319cf8b;12280;1;1;0
DOC-9bbac4abb31a;Waghäusel_FWG_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;9bbac4abb31a0425144a505cd8dadf2150d6b3b447ea6694134a09eda661986a;25075;1;1;0
DOC-9bbfa41ed64a;lp19cdu.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;9bbfa41ed64ab7e9edee4e8021d92f1fd7f0ab00d280ba218978030fa93c503c;19609;1;1;0
DOC-9bdba7b82619;Rangsdorf_FDP_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;9bdba7b82619af7b3fadbde67da23e786cd0b6da70b1f2efdc4b1cf6c5268e20;3268;1;1;0
DOC-9be47964ff47;ki13wir.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2013.0;9be47964ff478e287714011c797a728fd4f67b24fddca7e498d8260b542a632f;95257;1;1;0
DOC-9c2c05a02f3f;do14fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2014.0;9c2c05a02f3fb9afb2f9683e44e3f3e0b4406042442ec56b1d63522714a6afa7;12782;1;1;0
DOC-9c3b58b5f708;Sundhagen_BKW_2024.txt;anderes kommunales Wahlprogramm;Gemeinde;2024.0;9c3b58b5f708906a3c37811916b79fb7334cf7d25f0cab9af40b2cb3b577230a;1253;2;1;1
DOC-9c45ff7a7b0b;bi04gru.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2004.0;9c45ff7a7b0b88ad2fe447f85049a8e3560e2a0176e19d311fb0767652991e44;42289;1;1;0
DOC-9c666ad177f1;Friedrichshafen_Netzwerk für Friedrichshafen_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;9c666ad177f1b96e4daac16cd860b7f3a81855e7df34675c93d5c771d7b1396e;51066;1;1;0
DOC-9caea67e0c88;bi09wgb.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2009.0;9caea67e0c88490a55a01b3ac3ccdbb0b2b20af11b8708271fc58dda4be11924;31019;1;1;0
DOC-9caee34c22b3;Heringsdorf_SPD_2024.txt;anderes kommunales Wahlprogramm;Landkreis und Gemeinden;2024.0;9caee34c22b32bb257d3481046022814388ddc4b64b938be5c95e1cfb889485c;19087;2;1;1
DOC-9cdf876a437f;ul19fdp.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2019.0;9cdf876a437ffd914f07a0ed6dc2f9a4b6360eba8973eafc06c04acdb9979cd8;20997;1;1;0
DOC-9cf13fea06ba;ha20hak.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2020.0;9cf13fea06ba4f59fccd6eef3a854c4c7120dd263e5e36f34a864caeeff0a884;3165;1;1;0
DOC-9d0564ab0a02;bs16spd.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2016.0;9d0564ab0a0294e807cb8d659c768dbdf1e46d6821ba335fcff0073878bb4a8c;36272;1;1;0
DOC-9d269c059e18;Saarbrücken_Grüne_2024.txt;Kommunalwahlprogramm Gemeinde;Gemeinde;2024.0;9d269c059e18fc67ceec2c24a45e52a4270bdf0c1f91ace9420b64fab1721c8b;107675;1;1;0
